Energibalanse,Energibalanse_label,EnergiProdukt,EnergiProdukt_label,ContentsCode,ContentsCode_label,Tid,Tid_label,value,status
EB120201,12.2.1 Veitransport,EP030,Naturgass,EnergibalansenGWh,Energibalansen (GWh),2007,2007,30.0,
EB120201,12.2.1 Veitransport,EP030,Naturgass,EnergibalansenGWh,Energibalansen (GWh),2008,2008,38.0,
EB120201,12.2.1 Veitransport,EP030,Naturgass,EnergibalansenGWh,Energibalansen (GWh),2009,2009,40.0,
EB120201,12.2.1 Veitransport,EP030,Naturgass,EnergibalansenGWh,Energibalansen (GWh),2010,2010,52.0,
EB120201,12.2.1 Veitransport,EP030,Naturgass,EnergibalansenGWh,Energibalansen (GWh),2011,2011,59.0,
EB120201,12.2.1 Veitransport,EP030,Naturgass,EnergibalansenGWh,Energibalansen (GWh),2012,2012,135.0,
EB120201,12.2.1 Veitransport,EP030,Naturgass,EnergibalansenGWh,Energibalansen (GWh),2013,2013,163.0,
EB120201,12.2.1 Veitransport,EP030,Naturgass,EnergibalansenGWh,Energibalansen (GWh),2014,2014,170.0,
EB120201,12.2.1 Veitransport,EP030,Naturgass,EnergibalansenGWh,Energibalansen (GWh),2015,2015,120.0,
EB120201,12.2.1 Veitransport,EP030,Naturgass,EnergibalansenGWh,Energibalansen (GWh),2016,2016,124.0,
EB120201,12.2.1 Veitransport,EP030,Naturgass,EnergibalansenGWh,Energibalansen (GWh),2017,2017,153.0,
EB120201,12.2.1 Veitransport,EP030,Naturgass,EnergibalansenGWh,Energibalansen (GWh),2018,2018,80.0,
EB120201,12.2.1 Veitransport,EP030,Naturgass,EnergibalansenGWh,Energibalansen (GWh),2019,2019,93.0,
EB120201,12.2.1 Veitransport,EP030,Naturgass,EnergibalansenGWh,Energibalansen (GWh),2020,2020,43.0,
EB120201,12.2.1 Veitransport,EP030,Naturgass,EnergibalansenGWh,Energibalansen (GWh),2021,2021,6.0,
EB120201,12.2.1 Veitransport,EP030,Naturgass,EnergibalansenGWh,Energibalansen (GWh),2022,2022,2.0,
EB120201,12.2.1 Veitransport,EP030,Naturgass,EnergibalansenGWh,Energibalansen (GWh),2023,2023,10.0,
EB120201,12.2.1 Veitransport,EP030,Naturgass,EnergibalansenGWh,Energibalansen (GWh),2024,2024,5.0,
EB120201,12.2.1 Veitransport,EP030,Naturgass,EnergibalansenGWh,Energibalansen (GWh),2025,2025,1.0,
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenPJ,Energibalansen (PJ),1990,1990,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenPJ,Energibalansen (PJ),1991,1991,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenPJ,Energibalansen (PJ),1992,1992,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenPJ,Energibalansen (PJ),1993,1993,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenPJ,Energibalansen (PJ),1994,1994,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenPJ,Energibalansen (PJ),1995,1995,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenPJ,Energibalansen (PJ),1996,1996,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenPJ,Energibalansen (PJ),1997,1997,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenPJ,Energibalansen (PJ),1998,1998,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenPJ,Energibalansen (PJ),1999,1999,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenPJ,Energibalansen (PJ),2000,2000,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenPJ,Energibalansen (PJ),2001,2001,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenPJ,Energibalansen (PJ),2002,2002,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenPJ,Energibalansen (PJ),2003,2003,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenPJ,Energibalansen (PJ),2004,2004,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenPJ,Energibalansen (PJ),2005,2005,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenPJ,Energibalansen (PJ),2006,2006,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenPJ,Energibalansen (PJ),2007,2007,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenPJ,Energibalansen (PJ),2008,2008,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenPJ,Energibalansen (PJ),2009,2009,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenPJ,Energibalansen (PJ),2010,2010,,-
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenPJ,Energibalansen (PJ),2011,2011,,-
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenPJ,Energibalansen (PJ),2012,2012,,-
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenPJ,Energibalansen (PJ),2013,2013,,-
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenPJ,Energibalansen (PJ),2014,2014,,-
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenPJ,Energibalansen (PJ),2015,2015,,-
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenPJ,Energibalansen (PJ),2016,2016,,-
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenPJ,Energibalansen (PJ),2017,2017,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenPJ,Energibalansen (PJ),2018,2018,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenPJ,Energibalansen (PJ),2019,2019,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenPJ,Energibalansen (PJ),2020,2020,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenPJ,Energibalansen (PJ),2021,2021,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenPJ,Energibalansen (PJ),2022,2022,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenPJ,Energibalansen (PJ),2023,2023,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenPJ,Energibalansen (PJ),2024,2024,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenPJ,Energibalansen (PJ),2025,2025,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenGWh,Energibalansen (GWh),1990,1990,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenGWh,Energibalansen (GWh),1991,1991,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenGWh,Energibalansen (GWh),1992,1992,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenGWh,Energibalansen (GWh),1993,1993,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenGWh,Energibalansen (GWh),1994,1994,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenGWh,Energibalansen (GWh),1995,1995,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenGWh,Energibalansen (GWh),1996,1996,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenGWh,Energibalansen (GWh),1997,1997,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenGWh,Energibalansen (GWh),1998,1998,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenGWh,Energibalansen (GWh),1999,1999,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenGWh,Energibalansen (GWh),2000,2000,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenGWh,Energibalansen (GWh),2001,2001,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenGWh,Energibalansen (GWh),2002,2002,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenGWh,Energibalansen (GWh),2003,2003,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenGWh,Energibalansen (GWh),2004,2004,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenGWh,Energibalansen (GWh),2005,2005,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenGWh,Energibalansen (GWh),2006,2006,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenGWh,Energibalansen (GWh),2007,2007,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenGWh,Energibalansen (GWh),2008,2008,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenGWh,Energibalansen (GWh),2009,2009,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenGWh,Energibalansen (GWh),2010,2010,,-
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenGWh,Energibalansen (GWh),2011,2011,,-
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenGWh,Energibalansen (GWh),2012,2012,,-
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenGWh,Energibalansen (GWh),2013,2013,,-
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenGWh,Energibalansen (GWh),2014,2014,,-
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenGWh,Energibalansen (GWh),2015,2015,,-
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenGWh,Energibalansen (GWh),2016,2016,,-
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenGWh,Energibalansen (GWh),2017,2017,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenGWh,Energibalansen (GWh),2018,2018,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenGWh,Energibalansen (GWh),2019,2019,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenGWh,Energibalansen (GWh),2020,2020,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenGWh,Energibalansen (GWh),2021,2021,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenGWh,Energibalansen (GWh),2022,2022,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenGWh,Energibalansen (GWh),2023,2023,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenGWh,Energibalansen (GWh),2024,2024,,.
EB120201,12.2.1 Veitransport,EP041,Råolje,EnergibalansenGWh,Energibalansen (GWh),2025,2025,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenPJ,Energibalansen (PJ),1990,1990,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenPJ,Energibalansen (PJ),1991,1991,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenPJ,Energibalansen (PJ),1992,1992,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenPJ,Energibalansen (PJ),1993,1993,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenPJ,Energibalansen (PJ),1994,1994,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenPJ,Energibalansen (PJ),1995,1995,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenPJ,Energibalansen (PJ),1996,1996,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenPJ,Energibalansen (PJ),1997,1997,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenPJ,Energibalansen (PJ),1998,1998,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenPJ,Energibalansen (PJ),1999,1999,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenPJ,Energibalansen (PJ),2000,2000,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenPJ,Energibalansen (PJ),2001,2001,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenPJ,Energibalansen (PJ),2002,2002,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenPJ,Energibalansen (PJ),2003,2003,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenPJ,Energibalansen (PJ),2004,2004,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenPJ,Energibalansen (PJ),2005,2005,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenPJ,Energibalansen (PJ),2006,2006,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenPJ,Energibalansen (PJ),2007,2007,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenPJ,Energibalansen (PJ),2008,2008,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenPJ,Energibalansen (PJ),2009,2009,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenPJ,Energibalansen (PJ),2010,2010,,-
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenPJ,Energibalansen (PJ),2011,2011,,-
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenPJ,Energibalansen (PJ),2012,2012,,-
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenPJ,Energibalansen (PJ),2013,2013,,-
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenPJ,Energibalansen (PJ),2014,2014,,-
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenPJ,Energibalansen (PJ),2015,2015,,-
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenPJ,Energibalansen (PJ),2016,2016,,-
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenPJ,Energibalansen (PJ),2017,2017,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenPJ,Energibalansen (PJ),2018,2018,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenPJ,Energibalansen (PJ),2019,2019,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenPJ,Energibalansen (PJ),2020,2020,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenPJ,Energibalansen (PJ),2021,2021,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenPJ,Energibalansen (PJ),2022,2022,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenPJ,Energibalansen (PJ),2023,2023,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenPJ,Energibalansen (PJ),2024,2024,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenPJ,Energibalansen (PJ),2025,2025,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenGWh,Energibalansen (GWh),1990,1990,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenGWh,Energibalansen (GWh),1991,1991,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenGWh,Energibalansen (GWh),1992,1992,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenGWh,Energibalansen (GWh),1993,1993,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenGWh,Energibalansen (GWh),1994,1994,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenGWh,Energibalansen (GWh),1995,1995,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenGWh,Energibalansen (GWh),1996,1996,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenGWh,Energibalansen (GWh),1997,1997,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenGWh,Energibalansen (GWh),1998,1998,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenGWh,Energibalansen (GWh),1999,1999,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenGWh,Energibalansen (GWh),2000,2000,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenGWh,Energibalansen (GWh),2001,2001,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenGWh,Energibalansen (GWh),2002,2002,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenGWh,Energibalansen (GWh),2003,2003,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenGWh,Energibalansen (GWh),2004,2004,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenGWh,Energibalansen (GWh),2005,2005,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenGWh,Energibalansen (GWh),2006,2006,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenGWh,Energibalansen (GWh),2007,2007,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenGWh,Energibalansen (GWh),2008,2008,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenGWh,Energibalansen (GWh),2009,2009,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenGWh,Energibalansen (GWh),2010,2010,,-
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenGWh,Energibalansen (GWh),2011,2011,,-
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenGWh,Energibalansen (GWh),2012,2012,,-
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenGWh,Energibalansen (GWh),2013,2013,,-
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenGWh,Energibalansen (GWh),2014,2014,,-
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenGWh,Energibalansen (GWh),2015,2015,,-
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenGWh,Energibalansen (GWh),2016,2016,,-
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenGWh,Energibalansen (GWh),2017,2017,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenGWh,Energibalansen (GWh),2018,2018,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenGWh,Energibalansen (GWh),2019,2019,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenGWh,Energibalansen (GWh),2020,2020,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenGWh,Energibalansen (GWh),2021,2021,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenGWh,Energibalansen (GWh),2022,2022,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenGWh,Energibalansen (GWh),2023,2023,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenGWh,Energibalansen (GWh),2024,2024,,.
EB120201,12.2.1 Veitransport,EP042,NGL,EnergibalansenGWh,Energibalansen (GWh),2025,2025,,.
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenPJ,Energibalansen (PJ),1990,1990,,.
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenPJ,Energibalansen (PJ),1991,1991,,.
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenPJ,Energibalansen (PJ),1992,1992,,.
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenPJ,Energibalansen (PJ),1993,1993,,.
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenPJ,Energibalansen (PJ),1994,1994,,.
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenPJ,Energibalansen (PJ),1995,1995,,.
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenPJ,Energibalansen (PJ),1996,1996,,.
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenPJ,Energibalansen (PJ),1997,1997,,.
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenPJ,Energibalansen (PJ),1998,1998,,.
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenPJ,Energibalansen (PJ),1999,1999,,.
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenPJ,Energibalansen (PJ),2000,2000,,.
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenPJ,Energibalansen (PJ),2001,2001,,.
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenPJ,Energibalansen (PJ),2002,2002,0.1,
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenPJ,Energibalansen (PJ),2003,2003,0.1,
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenPJ,Energibalansen (PJ),2004,2004,0.2,
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenPJ,Energibalansen (PJ),2005,2005,0.1,
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenPJ,Energibalansen (PJ),2006,2006,0.1,
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenPJ,Energibalansen (PJ),2007,2007,0.2,
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenPJ,Energibalansen (PJ),2008,2008,0.2,
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenPJ,Energibalansen (PJ),2009,2009,0.2,
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenPJ,Energibalansen (PJ),2010,2010,0.4,
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenPJ,Energibalansen (PJ),2011,2011,0.3,
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenPJ,Energibalansen (PJ),2012,2012,0.2,
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenPJ,Energibalansen (PJ),2013,2013,0.3,
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenPJ,Energibalansen (PJ),2014,2014,0.3,
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenPJ,Energibalansen (PJ),2015,2015,0.2,
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenPJ,Energibalansen (PJ),2016,2016,0.3,
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenPJ,Energibalansen (PJ),2017,2017,0.3,
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenPJ,Energibalansen (PJ),2018,2018,0.3,
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenPJ,Energibalansen (PJ),2019,2019,0.3,
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenPJ,Energibalansen (PJ),2020,2020,0.2,
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenPJ,Energibalansen (PJ),2021,2021,0.3,
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenPJ,Energibalansen (PJ),2022,2022,0.3,
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenPJ,Energibalansen (PJ),2023,2023,0.4,
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenPJ,Energibalansen (PJ),2024,2024,0.3,
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenPJ,Energibalansen (PJ),2025,2025,0.2,
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenGWh,Energibalansen (GWh),1990,1990,,.
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenGWh,Energibalansen (GWh),1991,1991,,.
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenGWh,Energibalansen (GWh),1992,1992,,.
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenGWh,Energibalansen (GWh),1993,1993,,.
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenGWh,Energibalansen (GWh),1994,1994,,.
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenGWh,Energibalansen (GWh),1995,1995,,.
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenGWh,Energibalansen (GWh),1996,1996,,.
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenGWh,Energibalansen (GWh),1997,1997,,.
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenGWh,Energibalansen (GWh),1998,1998,,.
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenGWh,Energibalansen (GWh),1999,1999,,.
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenGWh,Energibalansen (GWh),2000,2000,,.
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenGWh,Energibalansen (GWh),2001,2001,,.
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenGWh,Energibalansen (GWh),2002,2002,38.0,
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenGWh,Energibalansen (GWh),2003,2003,38.0,
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenGWh,Energibalansen (GWh),2004,2004,45.0,
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenGWh,Energibalansen (GWh),2005,2005,34.0,
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenGWh,Energibalansen (GWh),2006,2006,39.0,
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenGWh,Energibalansen (GWh),2007,2007,49.0,
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenGWh,Energibalansen (GWh),2008,2008,48.0,
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenGWh,Energibalansen (GWh),2009,2009,50.0,
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenGWh,Energibalansen (GWh),2010,2010,100.0,
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenGWh,Energibalansen (GWh),2011,2011,70.0,
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenGWh,Energibalansen (GWh),2012,2012,60.0,
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenGWh,Energibalansen (GWh),2013,2013,82.0,
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenGWh,Energibalansen (GWh),2014,2014,85.0,
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenGWh,Energibalansen (GWh),2015,2015,68.0,
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenGWh,Energibalansen (GWh),2016,2016,93.0,
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenGWh,Energibalansen (GWh),2017,2017,78.0,
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenGWh,Energibalansen (GWh),2018,2018,76.0,
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenGWh,Energibalansen (GWh),2019,2019,70.0,
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenGWh,Energibalansen (GWh),2020,2020,67.0,
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenGWh,Energibalansen (GWh),2021,2021,79.0,
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenGWh,Energibalansen (GWh),2022,2022,80.0,
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenGWh,Energibalansen (GWh),2023,2023,102.0,
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenGWh,Energibalansen (GWh),2024,2024,74.0,
EB120201,12.2.1 Veitransport,EP0462-0463,LPG og etan,EnergibalansenGWh,Energibalansen (GWh),2025,2025,62.0,
