kontroll,gruppe,drivlinje,estimeringsvindu,weibull_scale,weibull_shape,import_age,sse,profil_skala_lav,profil_skala_hoy,skala_min,skala_maks,form_min,form_maks,merknad
parameterstabilitet_overlevelse,personbiler,elektrisitet,2009-2015,11.8,4.4,3,0.00012347704194086578,11.7,11.9,11.1,12.3,3.4,5.3,spennet over vinduene er registerets usikkerhetsspenn; SSE-profilen innenfor ett vindu er langt smalere og skal ikke leses som usikkerhet
parameterstabilitet_overlevelse,personbiler,elektrisitet,2012-2018,12.3,3.4,3,6.576175766331007e-05,12.0,12.6,11.1,12.3,3.4,5.3,spennet over vinduene er registerets usikkerhetsspenn; SSE-profilen innenfor ett vindu er langt smalere og skal ikke leses som usikkerhet
parameterstabilitet_overlevelse,personbiler,elektrisitet,2016-2022,11.3,5.0,3,0.00018990231581876547,10.8,12.0,11.1,12.3,3.4,5.3,spennet over vinduene er registerets usikkerhetsspenn; SSE-profilen innenfor ett vindu er langt smalere og skal ikke leses som usikkerhet
parameterstabilitet_overlevelse,personbiler,elektrisitet,2019-2025,11.1,5.3,3,0.00013396151081702755,10.9,11.3,11.1,12.3,3.4,5.3,spennet over vinduene er registerets usikkerhetsspenn; SSE-profilen innenfor ett vindu er langt smalere og skal ikke leses som usikkerhet
parameterstabilitet_overlevelse,personbiler,ikke_elektrisk,2009-2015,20.2,2.4,3,0.0001166158389547315,20.1,20.4,19.7,20.5,1.9,2.9,spennet over vinduene er registerets usikkerhetsspenn; SSE-profilen innenfor ett vindu er langt smalere og skal ikke leses som usikkerhet
parameterstabilitet_overlevelse,personbiler,ikke_elektrisk,2012-2018,19.7,2.9,3,2.503681302085116e-05,19.7,19.7,19.7,20.5,1.9,2.9,spennet over vinduene er registerets usikkerhetsspenn; SSE-profilen innenfor ett vindu er langt smalere og skal ikke leses som usikkerhet
parameterstabilitet_overlevelse,personbiler,ikke_elektrisk,2016-2022,20.3,2.2,3,7.498761022309859e-05,20.3,20.3,19.7,20.5,1.9,2.9,spennet over vinduene er registerets usikkerhetsspenn; SSE-profilen innenfor ett vindu er langt smalere og skal ikke leses som usikkerhet
parameterstabilitet_overlevelse,personbiler,ikke_elektrisk,2019-2025,20.5,1.9,3,0.00026632705639727846,20.4,20.6,19.7,20.5,1.9,2.9,spennet over vinduene er registerets usikkerhetsspenn; SSE-profilen innenfor ett vindu er langt smalere og skal ikke leses som usikkerhet
