TypeRegistrering,TypeRegistrering_label,DrivstoffType,DrivstoffType_label,ContentsCode,ContentsCode_label,Tid,Tid_label,value,status
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2016M04,2016M04,1993,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2016M05,2016M05,1423,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2016M06,2016M06,1906,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2016M07,2016M07,1103,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2016M08,2016M08,2014,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2016M09,2016M09,2629,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2016M10,2016M10,1860,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2016M11,2016M11,2565,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2016M12,2016M12,2315,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2017M01,2017M01,2294,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2017M02,2017M02,1864,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2017M03,2017M03,2834,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2017M04,2017M04,1688,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2017M05,2017M05,2177,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2017M06,2017M06,3948,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2017M07,2017M07,1824,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2017M08,2017M08,2784,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2017M09,2017M09,3855,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2017M10,2017M10,2664,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2017M11,2017M11,2704,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2017M12,2017M12,4437,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2018M01,2018M01,2128,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2018M02,2018M02,2199,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2018M03,2018M03,5364,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2018M04,2018M04,3562,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2018M05,2018M05,2910,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2018M06,2018M06,3972,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2018M07,2018M07,2292,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2018M08,2018M08,4157,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2018M09,2018M09,4809,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2018M10,2018M10,4502,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2018M11,2018M11,5090,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2018M12,2018M12,5144,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2019M01,2019M01,3390,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2019M02,2019M02,4505,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2019M03,2019M03,10726,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2019M04,2019M04,4457,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2019M05,2019M05,4652,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2019M06,2019M06,6839,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2019M07,2019M07,3284,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2019M08,2019M08,4652,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2019M09,2019M09,6053,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2019M10,2019M10,3726,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2019M11,2019M11,3696,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2019M12,2019M12,3422,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2020M01,2020M01,4227,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2020M02,2020M02,5142,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2020M03,2020M03,6962,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2020M04,2020M04,3665,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2020M05,2020M05,3443,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2020M06,2020M06,5026,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2020M07,2020M07,4404,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2020M08,2020M08,5702,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2020M09,2020M09,9560,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2020M10,2020M10,7873,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2020M11,2020M11,7032,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2020M12,2020M12,13717,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2021M01,2021M01,5460,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2021M02,2021M02,5074,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2021M03,2021M03,8623,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2021M04,2021M04,7228,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2021M05,2021M05,8499,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2021M06,2021M06,13182,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2021M07,2021M07,6724,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2021M08,2021M08,11809,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2021M09,2021M09,13949,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2021M10,2021M10,8114,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2021M11,2021M11,11273,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2021M12,2021M12,13803,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2022M01,2022M01,6659,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2022M02,2022M02,6160,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2022M03,2022M03,13979,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2022M04,2022M04,7203,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2022M05,2022M05,8446,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2022M06,2022M06,11721,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2022M07,2022M07,5123,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2022M08,2022M08,9247,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2022M09,2022M09,11377,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2022M10,2022M10,9726,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2022M11,2022M11,15915,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2022M12,2022M12,32714,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2023M01,2023M01,1237,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2023M02,2023M02,6183,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2023M03,2023M03,16812,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2023M04,2023M04,7471,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2023M05,2023M05,10772,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2023M06,2023M06,12802,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2023M07,2023M07,6148,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2023M08,2023M08,9251,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2023M09,2023M09,9000,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2023M10,2023M10,7516,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2023M11,2023M11,8442,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2023M12,2023M12,8958,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2024M01,2024M01,4717,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2024M02,2024M02,6647,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2024M03,2024M03,8708,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2024M04,2024M04,10050,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2024M05,2024M05,7893,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2024M06,2024M06,14009,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2024M07,2024M07,5935,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2024M08,2024M08,10446,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2024M09,2024M09,12495,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2024M10,2024M10,10862,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2024M11,2024M11,10939,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2024M12,2024M12,11667,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2025M01,2025M01,8954,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2025M02,2025M02,8360,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2025M03,2025M03,11092,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2025M04,2025M04,10752,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2025M05,2025M05,12991,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2025M06,2025M06,17676,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2025M07,2025M07,9278,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2025M08,2025M08,12092,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2025M09,2025M09,13818,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2025M10,2025M10,10828,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2025M11,2025M11,19417,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2025M12,2025M12,34311,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2026M01,2026M01,2083,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2026M02,2026M02,7118,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2026M03,2026M03,17344,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2026M04,2026M04,10943,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2026M05,2026M05,15022,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2026M06,2026M06,18674,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,Personbiler,Personbiler,2026M07,2026M07,9325,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1995M01,1995M01,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1995M02,1995M02,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1995M03,1995M03,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1995M04,1995M04,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1995M05,1995M05,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1995M06,1995M06,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1995M07,1995M07,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1995M08,1995M08,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1995M09,1995M09,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1995M10,1995M10,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1995M11,1995M11,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1995M12,1995M12,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1996M01,1996M01,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1996M02,1996M02,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1996M03,1996M03,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1996M04,1996M04,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1996M05,1996M05,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1996M06,1996M06,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1996M07,1996M07,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1996M08,1996M08,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1996M09,1996M09,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1996M10,1996M10,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1996M11,1996M11,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1996M12,1996M12,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1997M01,1997M01,1,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1997M02,1997M02,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1997M03,1997M03,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1997M04,1997M04,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1997M05,1997M05,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1997M06,1997M06,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1997M07,1997M07,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1997M08,1997M08,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1997M09,1997M09,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1997M10,1997M10,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1997M11,1997M11,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1997M12,1997M12,3,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1998M01,1998M01,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1998M02,1998M02,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1998M03,1998M03,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1998M04,1998M04,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1998M05,1998M05,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1998M06,1998M06,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1998M07,1998M07,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1998M08,1998M08,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1998M09,1998M09,1,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1998M10,1998M10,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1998M11,1998M11,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1998M12,1998M12,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1999M01,1999M01,2,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1999M02,1999M02,5,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1999M03,1999M03,11,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1999M04,1999M04,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1999M05,1999M05,9,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1999M06,1999M06,3,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1999M07,1999M07,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1999M08,1999M08,1,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1999M09,1999M09,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1999M10,1999M10,1,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1999M11,1999M11,1,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,1999M12,1999M12,1,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2000M01,2000M01,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2000M02,2000M02,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2000M03,2000M03,3,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2000M04,2000M04,1,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2000M05,2000M05,2,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2000M06,2000M06,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2000M07,2000M07,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2000M08,2000M08,1,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2000M09,2000M09,5,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2000M10,2000M10,4,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2000M11,2000M11,2,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2000M12,2000M12,1,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2001M01,2001M01,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2001M02,2001M02,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2001M03,2001M03,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2001M04,2001M04,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2001M05,2001M05,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2001M06,2001M06,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2001M07,2001M07,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2001M08,2001M08,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2001M09,2001M09,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2001M10,2001M10,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2001M11,2001M11,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2001M12,2001M12,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2002M01,2002M01,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2002M02,2002M02,1,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2002M03,2002M03,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2002M04,2002M04,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2002M05,2002M05,3,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2002M06,2002M06,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2002M07,2002M07,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2002M08,2002M08,3,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2002M09,2002M09,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2002M10,2002M10,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2002M11,2002M11,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2002M12,2002M12,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2003M01,2003M01,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2003M02,2003M02,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2003M03,2003M03,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2003M04,2003M04,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2003M05,2003M05,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2003M06,2003M06,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2003M07,2003M07,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2003M08,2003M08,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2003M09,2003M09,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2003M10,2003M10,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2003M11,2003M11,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2003M12,2003M12,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2004M01,2004M01,1,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2004M02,2004M02,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2004M03,2004M03,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2004M04,2004M04,1,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2004M05,2004M05,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2004M06,2004M06,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2004M07,2004M07,1,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2004M08,2004M08,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2004M09,2004M09,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2004M10,2004M10,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2004M11,2004M11,0,
N,Nye kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2004M12,2004M12,0,
