UtslpTilLuft,UtslpTilLuft_label,UtslpEnergivare,UtslpEnergivare_label,UtslpKomp,UtslpKomp_label,ContentsCode,ContentsCode_label,Tid,Tid_label,value,status
5.1,Personbiler,VT0,I alt,K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2002,2002,5056.0,
5.1,Personbiler,VT0,I alt,K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2003,2003,5102.0,
5.1,Personbiler,VT0,I alt,K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2004,2004,5229.0,
5.1,Personbiler,VT0,I alt,K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2005,2005,5241.0,
5.1,Personbiler,VT0,I alt,K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2006,2006,5333.0,
5.1,Personbiler,VT0,I alt,K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2007,2007,5466.0,
5.1,Personbiler,VT0,I alt,K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2008,2008,5393.0,
5.1,Personbiler,VT0,I alt,K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2009,2009,5368.0,
5.1,Personbiler,VT0,I alt,K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2010,2010,5493.0,
5.1,Personbiler,VT0,I alt,K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2011,2011,5375.0,
5.1,Personbiler,VT0,I alt,K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2012,2012,5376.0,
5.1,Personbiler,VT0,I alt,K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2013,2013,5375.0,
5.1,Personbiler,VT0,I alt,K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2014,2014,5437.0,
5.1,Personbiler,VT0,I alt,K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2015,2015,5450.0,
5.1,Personbiler,VT0,I alt,K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2016,2016,5297.0,
5.1,Personbiler,VT0,I alt,K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2017,2017,4870.0,
5.1,Personbiler,VT0,I alt,K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2018,2018,4889.0,
5.1,Personbiler,VT0,I alt,K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2019,2019,4440.0,
5.1,Personbiler,VT0,I alt,K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2020,2020,4134.0,
5.1,Personbiler,VT0,I alt,K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2021,2021,4116.0,
5.1,Personbiler,VT0,I alt,K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2022,2022,3984.0,
5.1,Personbiler,VT0,I alt,K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2023,2023,3517.0,
5.1,Personbiler,VT0,I alt,K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2024,2024,3280.0,
5.1,Personbiler,VT0,I alt,K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2025,2025,,:
5.1,Personbiler,VT4,"Bensin, parafin",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",1990,1990,4801.0,
5.1,Personbiler,VT4,"Bensin, parafin",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",1991,1991,4658.0,
5.1,Personbiler,VT4,"Bensin, parafin",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",1992,1992,4539.0,
5.1,Personbiler,VT4,"Bensin, parafin",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",1993,1993,4483.0,
5.1,Personbiler,VT4,"Bensin, parafin",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",1994,1994,4444.0,
5.1,Personbiler,VT4,"Bensin, parafin",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",1995,1995,4346.0,
5.1,Personbiler,VT4,"Bensin, parafin",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",1996,1996,4532.0,
5.1,Personbiler,VT4,"Bensin, parafin",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",1997,1997,4452.0,
5.1,Personbiler,VT4,"Bensin, parafin",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",1998,1998,4502.0,
5.1,Personbiler,VT4,"Bensin, parafin",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",1999,1999,4476.0,
5.1,Personbiler,VT4,"Bensin, parafin",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2000,2000,4343.0,
5.1,Personbiler,VT4,"Bensin, parafin",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2001,2001,4506.0,
5.1,Personbiler,VT4,"Bensin, parafin",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2002,2002,4475.0,
5.1,Personbiler,VT4,"Bensin, parafin",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2003,2003,4421.0,
5.1,Personbiler,VT4,"Bensin, parafin",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2004,2004,4397.0,
5.1,Personbiler,VT4,"Bensin, parafin",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2005,2005,4236.0,
5.1,Personbiler,VT4,"Bensin, parafin",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2006,2006,4077.0,
5.1,Personbiler,VT4,"Bensin, parafin",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2007,2007,3868.0,
5.1,Personbiler,VT4,"Bensin, parafin",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2008,2008,3617.0,
5.1,Personbiler,VT4,"Bensin, parafin",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2009,2009,3392.0,
5.1,Personbiler,VT4,"Bensin, parafin",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2010,2010,3203.0,
5.1,Personbiler,VT4,"Bensin, parafin",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2011,2011,2897.0,
5.1,Personbiler,VT4,"Bensin, parafin",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2012,2012,2692.0,
5.1,Personbiler,VT4,"Bensin, parafin",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2013,2013,2496.0,
5.1,Personbiler,VT4,"Bensin, parafin",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2014,2014,2364.0,
5.1,Personbiler,VT4,"Bensin, parafin",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2015,2015,2211.0,
5.1,Personbiler,VT4,"Bensin, parafin",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2016,2016,2075.0,
5.1,Personbiler,VT4,"Bensin, parafin",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2017,2017,2010.0,
5.1,Personbiler,VT4,"Bensin, parafin",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2018,2018,1928.0,
5.1,Personbiler,VT4,"Bensin, parafin",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2019,2019,1756.0,
5.1,Personbiler,VT4,"Bensin, parafin",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2020,2020,1634.0,
5.1,Personbiler,VT4,"Bensin, parafin",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2021,2021,1489.0,
5.1,Personbiler,VT4,"Bensin, parafin",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2022,2022,1521.0,
5.1,Personbiler,VT4,"Bensin, parafin",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2023,2023,1273.0,
5.1,Personbiler,VT4,"Bensin, parafin",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2024,2024,1307.0,
5.1,Personbiler,VT4,"Bensin, parafin",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2025,2025,,:
5.1,Personbiler,VT5,"Diesel-, gass- og lett fyringsolje, spesialdestillat",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",1990,1990,132.0,
5.1,Personbiler,VT5,"Diesel-, gass- og lett fyringsolje, spesialdestillat",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",1991,1991,140.0,
5.1,Personbiler,VT5,"Diesel-, gass- og lett fyringsolje, spesialdestillat",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",1992,1992,157.0,
5.1,Personbiler,VT5,"Diesel-, gass- og lett fyringsolje, spesialdestillat",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",1993,1993,205.0,
5.1,Personbiler,VT5,"Diesel-, gass- og lett fyringsolje, spesialdestillat",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",1994,1994,219.0,
5.1,Personbiler,VT5,"Diesel-, gass- og lett fyringsolje, spesialdestillat",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",1995,1995,243.0,
5.1,Personbiler,VT5,"Diesel-, gass- og lett fyringsolje, spesialdestillat",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",1996,1996,280.0,
5.1,Personbiler,VT5,"Diesel-, gass- og lett fyringsolje, spesialdestillat",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",1997,1997,285.0,
5.1,Personbiler,VT5,"Diesel-, gass- og lett fyringsolje, spesialdestillat",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",1998,1998,307.0,
5.1,Personbiler,VT5,"Diesel-, gass- og lett fyringsolje, spesialdestillat",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",1999,1999,373.0,
5.1,Personbiler,VT5,"Diesel-, gass- og lett fyringsolje, spesialdestillat",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2000,2000,400.0,
5.1,Personbiler,VT5,"Diesel-, gass- og lett fyringsolje, spesialdestillat",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2001,2001,481.0,
5.1,Personbiler,VT5,"Diesel-, gass- og lett fyringsolje, spesialdestillat",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2002,2002,572.0,
5.1,Personbiler,VT5,"Diesel-, gass- og lett fyringsolje, spesialdestillat",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2003,2003,672.0,
5.1,Personbiler,VT5,"Diesel-, gass- og lett fyringsolje, spesialdestillat",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2004,2004,822.0,
5.1,Personbiler,VT5,"Diesel-, gass- og lett fyringsolje, spesialdestillat",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2005,2005,996.0,
5.1,Personbiler,VT5,"Diesel-, gass- og lett fyringsolje, spesialdestillat",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2006,2006,1247.0,
5.1,Personbiler,VT5,"Diesel-, gass- og lett fyringsolje, spesialdestillat",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2007,2007,1587.0,
5.1,Personbiler,VT5,"Diesel-, gass- og lett fyringsolje, spesialdestillat",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2008,2008,1764.0,
5.1,Personbiler,VT5,"Diesel-, gass- og lett fyringsolje, spesialdestillat",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2009,2009,1964.0,
5.1,Personbiler,VT5,"Diesel-, gass- og lett fyringsolje, spesialdestillat",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2010,2010,2266.0,
5.1,Personbiler,VT5,"Diesel-, gass- og lett fyringsolje, spesialdestillat",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2011,2011,2461.0,
5.1,Personbiler,VT5,"Diesel-, gass- og lett fyringsolje, spesialdestillat",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2012,2012,2670.0,
5.1,Personbiler,VT5,"Diesel-, gass- og lett fyringsolje, spesialdestillat",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2013,2013,2860.0,
5.1,Personbiler,VT5,"Diesel-, gass- og lett fyringsolje, spesialdestillat",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2014,2014,3053.0,
5.1,Personbiler,VT5,"Diesel-, gass- og lett fyringsolje, spesialdestillat",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2015,2015,3223.0,
5.1,Personbiler,VT5,"Diesel-, gass- og lett fyringsolje, spesialdestillat",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2016,2016,3200.0,
5.1,Personbiler,VT5,"Diesel-, gass- og lett fyringsolje, spesialdestillat",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2017,2017,2842.0,
5.1,Personbiler,VT5,"Diesel-, gass- og lett fyringsolje, spesialdestillat",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2018,2018,2944.0,
5.1,Personbiler,VT5,"Diesel-, gass- og lett fyringsolje, spesialdestillat",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2019,2019,2668.0,
5.1,Personbiler,VT5,"Diesel-, gass- og lett fyringsolje, spesialdestillat",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2020,2020,2484.0,
5.1,Personbiler,VT5,"Diesel-, gass- og lett fyringsolje, spesialdestillat",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2021,2021,2611.0,
5.1,Personbiler,VT5,"Diesel-, gass- og lett fyringsolje, spesialdestillat",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2022,2022,2444.0,
5.1,Personbiler,VT5,"Diesel-, gass- og lett fyringsolje, spesialdestillat",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2023,2023,2219.0,
5.1,Personbiler,VT5,"Diesel-, gass- og lett fyringsolje, spesialdestillat",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2024,2024,1955.0,
5.1,Personbiler,VT5,"Diesel-, gass- og lett fyringsolje, spesialdestillat",K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2025,2025,,:
5.2,Andre lette kjøretøy,VT0,I alt,K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",1990,1990,730.0,
5.2,Andre lette kjøretøy,VT0,I alt,K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",1991,1991,732.0,
5.2,Andre lette kjøretøy,VT0,I alt,K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",1992,1992,773.0,
5.2,Andre lette kjøretøy,VT0,I alt,K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",1993,1993,820.0,
5.2,Andre lette kjøretøy,VT0,I alt,K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",1994,1994,867.0,
5.2,Andre lette kjøretøy,VT0,I alt,K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",1995,1995,879.0,
5.2,Andre lette kjøretøy,VT0,I alt,K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",1996,1996,890.0,
5.2,Andre lette kjøretøy,VT0,I alt,K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",1997,1997,973.0,
5.2,Andre lette kjøretøy,VT0,I alt,K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",1998,1998,1053.0,
5.2,Andre lette kjøretøy,VT0,I alt,K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",1999,1999,1158.0,
5.2,Andre lette kjøretøy,VT0,I alt,K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2000,2000,1170.0,
5.2,Andre lette kjøretøy,VT0,I alt,K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2001,2001,1272.0,
5.2,Andre lette kjøretøy,VT0,I alt,K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2002,2002,1274.0,
5.2,Andre lette kjøretøy,VT0,I alt,K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2003,2003,1279.0,
5.2,Andre lette kjøretøy,VT0,I alt,K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2004,2004,1309.0,
5.2,Andre lette kjøretøy,VT0,I alt,K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2005,2005,1318.0,
5.2,Andre lette kjøretøy,VT0,I alt,K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2006,2006,1381.0,
5.2,Andre lette kjøretøy,VT0,I alt,K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2007,2007,1423.0,
5.2,Andre lette kjøretøy,VT0,I alt,K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2008,2008,1429.0,
5.2,Andre lette kjøretøy,VT0,I alt,K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2009,2009,1423.0,
5.2,Andre lette kjøretøy,VT0,I alt,K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2010,2010,1477.0,
5.2,Andre lette kjøretøy,VT0,I alt,K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2011,2011,1476.0,
5.2,Andre lette kjøretøy,VT0,I alt,K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2012,2012,1489.0,
5.2,Andre lette kjøretøy,VT0,I alt,K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2013,2013,1505.0,
5.2,Andre lette kjøretøy,VT0,I alt,K11,Karbondioksid (CO2),Utslipp,"Utslipp til luft (CO2 i 1 000 tonn, CH4 og N2O i tonn, HFK, PFK og SF6 i kg)",2014,2014,1532.0,
