Region,Region_label,TypeRegistrering,TypeRegistrering_label,DrivstoffType,DrivstoffType_label,ContentsCode,ContentsCode_label,Tid,Tid_label,value,status
0,Hele landet,N,Nye kjøretøy,17,"Diesel hybrid, ikke ladbar",Personbil1,Personbiler,2024,2024,170,
0,Hele landet,N,Nye kjøretøy,17,"Diesel hybrid, ikke ladbar",Personbil1,Personbiler,2025,2025,120,
0,Hele landet,N,Nye kjøretøy,17,"Diesel hybrid, ikke ladbar",Varebil4,Varebiler,2019,2019,23,
0,Hele landet,N,Nye kjøretøy,17,"Diesel hybrid, ikke ladbar",Varebil4,Varebiler,2020,2020,82,
0,Hele landet,N,Nye kjøretøy,17,"Diesel hybrid, ikke ladbar",Varebil4,Varebiler,2021,2021,205,
0,Hele landet,N,Nye kjøretøy,17,"Diesel hybrid, ikke ladbar",Varebil4,Varebiler,2022,2022,229,
0,Hele landet,N,Nye kjøretøy,17,"Diesel hybrid, ikke ladbar",Varebil4,Varebiler,2023,2023,152,
0,Hele landet,N,Nye kjøretøy,17,"Diesel hybrid, ikke ladbar",Varebil4,Varebiler,2024,2024,280,
0,Hele landet,N,Nye kjøretøy,17,"Diesel hybrid, ikke ladbar",Varebil4,Varebiler,2025,2025,757,
0,Hele landet,N,Nye kjøretøy,17,"Diesel hybrid, ikke ladbar",Bobiler,Bobiler,2019,2019,0,
0,Hele landet,N,Nye kjøretøy,17,"Diesel hybrid, ikke ladbar",Bobiler,Bobiler,2020,2020,0,
0,Hele landet,N,Nye kjøretøy,17,"Diesel hybrid, ikke ladbar",Bobiler,Bobiler,2021,2021,0,
0,Hele landet,N,Nye kjøretøy,17,"Diesel hybrid, ikke ladbar",Bobiler,Bobiler,2022,2022,0,
0,Hele landet,N,Nye kjøretøy,17,"Diesel hybrid, ikke ladbar",Bobiler,Bobiler,2023,2023,0,
0,Hele landet,N,Nye kjøretøy,17,"Diesel hybrid, ikke ladbar",Bobiler,Bobiler,2024,2024,0,
0,Hele landet,N,Nye kjøretøy,17,"Diesel hybrid, ikke ladbar",Bobiler,Bobiler,2025,2025,0,
0,Hele landet,N,Nye kjøretøy,17,"Diesel hybrid, ikke ladbar",Kombibil5,Kombinerte biler,2019,2019,0,
0,Hele landet,N,Nye kjøretøy,17,"Diesel hybrid, ikke ladbar",Kombibil5,Kombinerte biler,2020,2020,0,
0,Hele landet,N,Nye kjøretøy,17,"Diesel hybrid, ikke ladbar",Kombibil5,Kombinerte biler,2021,2021,0,
0,Hele landet,N,Nye kjøretøy,17,"Diesel hybrid, ikke ladbar",Kombibil5,Kombinerte biler,2022,2022,0,
0,Hele landet,N,Nye kjøretøy,17,"Diesel hybrid, ikke ladbar",Kombibil5,Kombinerte biler,2023,2023,0,
0,Hele landet,N,Nye kjøretøy,17,"Diesel hybrid, ikke ladbar",Kombibil5,Kombinerte biler,2024,2024,0,
0,Hele landet,N,Nye kjøretøy,17,"Diesel hybrid, ikke ladbar",Kombibil5,Kombinerte biler,2025,2025,0,
0,Hele landet,N,Nye kjøretøy,17,"Diesel hybrid, ikke ladbar",Ambulanse2,Ambulanser,2019,2019,0,
0,Hele landet,N,Nye kjøretøy,17,"Diesel hybrid, ikke ladbar",Ambulanse2,Ambulanser,2020,2020,8,
0,Hele landet,N,Nye kjøretøy,17,"Diesel hybrid, ikke ladbar",Ambulanse2,Ambulanser,2021,2021,4,
0,Hele landet,N,Nye kjøretøy,17,"Diesel hybrid, ikke ladbar",Ambulanse2,Ambulanser,2022,2022,5,
0,Hele landet,N,Nye kjøretøy,17,"Diesel hybrid, ikke ladbar",Ambulanse2,Ambulanser,2023,2023,0,
0,Hele landet,N,Nye kjøretøy,17,"Diesel hybrid, ikke ladbar",Ambulanse2,Ambulanser,2024,2024,6,
0,Hele landet,N,Nye kjøretøy,17,"Diesel hybrid, ikke ladbar",Ambulanse2,Ambulanser,2025,2025,0,
0,Hele landet,N,Nye kjøretøy,3,Parafin,Personbil1,Personbiler,2019,2019,0,
0,Hele landet,N,Nye kjøretøy,3,Parafin,Personbil1,Personbiler,2020,2020,0,
0,Hele landet,N,Nye kjøretøy,3,Parafin,Personbil1,Personbiler,2021,2021,0,
0,Hele landet,N,Nye kjøretøy,3,Parafin,Personbil1,Personbiler,2022,2022,0,
0,Hele landet,N,Nye kjøretøy,3,Parafin,Personbil1,Personbiler,2023,2023,0,
0,Hele landet,N,Nye kjøretøy,3,Parafin,Personbil1,Personbiler,2024,2024,0,
0,Hele landet,N,Nye kjøretøy,3,Parafin,Personbil1,Personbiler,2025,2025,0,
0,Hele landet,N,Nye kjøretøy,3,Parafin,Varebil4,Varebiler,2019,2019,0,
0,Hele landet,N,Nye kjøretøy,3,Parafin,Varebil4,Varebiler,2020,2020,0,
0,Hele landet,N,Nye kjøretøy,3,Parafin,Varebil4,Varebiler,2021,2021,0,
0,Hele landet,N,Nye kjøretøy,3,Parafin,Varebil4,Varebiler,2022,2022,0,
0,Hele landet,N,Nye kjøretøy,3,Parafin,Varebil4,Varebiler,2023,2023,0,
0,Hele landet,N,Nye kjøretøy,3,Parafin,Varebil4,Varebiler,2024,2024,0,
0,Hele landet,N,Nye kjøretøy,3,Parafin,Varebil4,Varebiler,2025,2025,0,
0,Hele landet,N,Nye kjøretøy,3,Parafin,Bobiler,Bobiler,2019,2019,3,
0,Hele landet,N,Nye kjøretøy,3,Parafin,Bobiler,Bobiler,2020,2020,3,
0,Hele landet,N,Nye kjøretøy,3,Parafin,Bobiler,Bobiler,2021,2021,1,
0,Hele landet,N,Nye kjøretøy,3,Parafin,Bobiler,Bobiler,2022,2022,0,
0,Hele landet,N,Nye kjøretøy,3,Parafin,Bobiler,Bobiler,2023,2023,0,
0,Hele landet,N,Nye kjøretøy,3,Parafin,Bobiler,Bobiler,2024,2024,0,
0,Hele landet,N,Nye kjøretøy,3,Parafin,Bobiler,Bobiler,2025,2025,0,
0,Hele landet,N,Nye kjøretøy,3,Parafin,Kombibil5,Kombinerte biler,2019,2019,0,
0,Hele landet,N,Nye kjøretøy,3,Parafin,Kombibil5,Kombinerte biler,2020,2020,0,
0,Hele landet,N,Nye kjøretøy,3,Parafin,Kombibil5,Kombinerte biler,2021,2021,0,
0,Hele landet,N,Nye kjøretøy,3,Parafin,Kombibil5,Kombinerte biler,2022,2022,0,
0,Hele landet,N,Nye kjøretøy,3,Parafin,Kombibil5,Kombinerte biler,2023,2023,0,
0,Hele landet,N,Nye kjøretøy,3,Parafin,Kombibil5,Kombinerte biler,2024,2024,0,
0,Hele landet,N,Nye kjøretøy,3,Parafin,Kombibil5,Kombinerte biler,2025,2025,0,
0,Hele landet,N,Nye kjøretøy,3,Parafin,Ambulanse2,Ambulanser,2019,2019,0,
0,Hele landet,N,Nye kjøretøy,3,Parafin,Ambulanse2,Ambulanser,2020,2020,0,
0,Hele landet,N,Nye kjøretøy,3,Parafin,Ambulanse2,Ambulanser,2021,2021,0,
0,Hele landet,N,Nye kjøretøy,3,Parafin,Ambulanse2,Ambulanser,2022,2022,0,
0,Hele landet,N,Nye kjøretøy,3,Parafin,Ambulanse2,Ambulanser,2023,2023,0,
0,Hele landet,N,Nye kjøretøy,3,Parafin,Ambulanse2,Ambulanser,2024,2024,0,
0,Hele landet,N,Nye kjøretøy,3,Parafin,Ambulanse2,Ambulanser,2025,2025,0,
0,Hele landet,N,Nye kjøretøy,4,Gass,Personbil1,Personbiler,2019,2019,16,
0,Hele landet,N,Nye kjøretøy,4,Gass,Personbil1,Personbiler,2020,2020,5,
0,Hele landet,N,Nye kjøretøy,4,Gass,Personbil1,Personbiler,2021,2021,0,
0,Hele landet,N,Nye kjøretøy,4,Gass,Personbil1,Personbiler,2022,2022,0,
0,Hele landet,N,Nye kjøretøy,4,Gass,Personbil1,Personbiler,2023,2023,0,
0,Hele landet,N,Nye kjøretøy,4,Gass,Personbil1,Personbiler,2024,2024,0,
0,Hele landet,N,Nye kjøretøy,4,Gass,Personbil1,Personbiler,2025,2025,0,
0,Hele landet,N,Nye kjøretøy,4,Gass,Varebil4,Varebiler,2019,2019,26,
0,Hele landet,N,Nye kjøretøy,4,Gass,Varebil4,Varebiler,2020,2020,19,
0,Hele landet,N,Nye kjøretøy,4,Gass,Varebil4,Varebiler,2021,2021,5,
0,Hele landet,N,Nye kjøretøy,4,Gass,Varebil4,Varebiler,2022,2022,17,
0,Hele landet,N,Nye kjøretøy,4,Gass,Varebil4,Varebiler,2023,2023,3,
0,Hele landet,N,Nye kjøretøy,4,Gass,Varebil4,Varebiler,2024,2024,5,
0,Hele landet,N,Nye kjøretøy,4,Gass,Varebil4,Varebiler,2025,2025,2,
0,Hele landet,N,Nye kjøretøy,4,Gass,Bobiler,Bobiler,2019,2019,0,
0,Hele landet,N,Nye kjøretøy,4,Gass,Bobiler,Bobiler,2020,2020,0,
0,Hele landet,N,Nye kjøretøy,4,Gass,Bobiler,Bobiler,2021,2021,0,
0,Hele landet,N,Nye kjøretøy,4,Gass,Bobiler,Bobiler,2022,2022,0,
0,Hele landet,N,Nye kjøretøy,4,Gass,Bobiler,Bobiler,2023,2023,0,
0,Hele landet,N,Nye kjøretøy,4,Gass,Bobiler,Bobiler,2024,2024,0,
0,Hele landet,N,Nye kjøretøy,4,Gass,Bobiler,Bobiler,2025,2025,0,
0,Hele landet,N,Nye kjøretøy,4,Gass,Kombibil5,Kombinerte biler,2019,2019,0,
0,Hele landet,N,Nye kjøretøy,4,Gass,Kombibil5,Kombinerte biler,2020,2020,0,
0,Hele landet,N,Nye kjøretøy,4,Gass,Kombibil5,Kombinerte biler,2021,2021,0,
0,Hele landet,N,Nye kjøretøy,4,Gass,Kombibil5,Kombinerte biler,2022,2022,0,
0,Hele landet,N,Nye kjøretøy,4,Gass,Kombibil5,Kombinerte biler,2023,2023,0,
0,Hele landet,N,Nye kjøretøy,4,Gass,Kombibil5,Kombinerte biler,2024,2024,0,
0,Hele landet,N,Nye kjøretøy,4,Gass,Kombibil5,Kombinerte biler,2025,2025,0,
0,Hele landet,N,Nye kjøretøy,4,Gass,Ambulanse2,Ambulanser,2019,2019,0,
0,Hele landet,N,Nye kjøretøy,4,Gass,Ambulanse2,Ambulanser,2020,2020,0,
0,Hele landet,N,Nye kjøretøy,4,Gass,Ambulanse2,Ambulanser,2021,2021,0,
0,Hele landet,N,Nye kjøretøy,4,Gass,Ambulanse2,Ambulanser,2022,2022,0,
0,Hele landet,N,Nye kjøretøy,4,Gass,Ambulanse2,Ambulanser,2023,2023,0,
0,Hele landet,N,Nye kjøretøy,4,Gass,Ambulanse2,Ambulanser,2024,2024,0,
0,Hele landet,N,Nye kjøretøy,4,Gass,Ambulanse2,Ambulanser,2025,2025,0,
0,Hele landet,N,Nye kjøretøy,6,Annet drivstoff,Personbil1,Personbiler,2019,2019,0,
0,Hele landet,N,Nye kjøretøy,6,Annet drivstoff,Personbil1,Personbiler,2020,2020,0,
0,Hele landet,N,Nye kjøretøy,6,Annet drivstoff,Personbil1,Personbiler,2021,2021,0,
0,Hele landet,N,Nye kjøretøy,6,Annet drivstoff,Personbil1,Personbiler,2022,2022,0,
0,Hele landet,N,Nye kjøretøy,6,Annet drivstoff,Personbil1,Personbiler,2023,2023,0,
0,Hele landet,N,Nye kjøretøy,6,Annet drivstoff,Personbil1,Personbiler,2024,2024,0,
0,Hele landet,N,Nye kjøretøy,6,Annet drivstoff,Personbil1,Personbiler,2025,2025,0,
0,Hele landet,N,Nye kjøretøy,6,Annet drivstoff,Varebil4,Varebiler,2019,2019,0,
0,Hele landet,N,Nye kjøretøy,6,Annet drivstoff,Varebil4,Varebiler,2020,2020,0,
0,Hele landet,N,Nye kjøretøy,6,Annet drivstoff,Varebil4,Varebiler,2021,2021,0,
0,Hele landet,N,Nye kjøretøy,6,Annet drivstoff,Varebil4,Varebiler,2022,2022,0,
0,Hele landet,N,Nye kjøretøy,6,Annet drivstoff,Varebil4,Varebiler,2023,2023,1091,
0,Hele landet,N,Nye kjøretøy,6,Annet drivstoff,Varebil4,Varebiler,2024,2024,253,
0,Hele landet,N,Nye kjøretøy,6,Annet drivstoff,Varebil4,Varebiler,2025,2025,1,
0,Hele landet,N,Nye kjøretøy,6,Annet drivstoff,Bobiler,Bobiler,2019,2019,0,
0,Hele landet,N,Nye kjøretøy,6,Annet drivstoff,Bobiler,Bobiler,2020,2020,0,
0,Hele landet,N,Nye kjøretøy,6,Annet drivstoff,Bobiler,Bobiler,2021,2021,0,
0,Hele landet,N,Nye kjøretøy,6,Annet drivstoff,Bobiler,Bobiler,2022,2022,0,
0,Hele landet,N,Nye kjøretøy,6,Annet drivstoff,Bobiler,Bobiler,2023,2023,0,
0,Hele landet,N,Nye kjøretøy,6,Annet drivstoff,Bobiler,Bobiler,2024,2024,0,
0,Hele landet,N,Nye kjøretøy,6,Annet drivstoff,Bobiler,Bobiler,2025,2025,0,
0,Hele landet,N,Nye kjøretøy,6,Annet drivstoff,Kombibil5,Kombinerte biler,2019,2019,0,
0,Hele landet,N,Nye kjøretøy,6,Annet drivstoff,Kombibil5,Kombinerte biler,2020,2020,0,
0,Hele landet,N,Nye kjøretøy,6,Annet drivstoff,Kombibil5,Kombinerte biler,2021,2021,0,
0,Hele landet,N,Nye kjøretøy,6,Annet drivstoff,Kombibil5,Kombinerte biler,2022,2022,0,
0,Hele landet,N,Nye kjøretøy,6,Annet drivstoff,Kombibil5,Kombinerte biler,2023,2023,0,
0,Hele landet,N,Nye kjøretøy,6,Annet drivstoff,Kombibil5,Kombinerte biler,2024,2024,0,
0,Hele landet,N,Nye kjøretøy,6,Annet drivstoff,Kombibil5,Kombinerte biler,2025,2025,0,
0,Hele landet,N,Nye kjøretøy,6,Annet drivstoff,Ambulanse2,Ambulanser,2019,2019,0,
0,Hele landet,N,Nye kjøretøy,6,Annet drivstoff,Ambulanse2,Ambulanser,2020,2020,0,
0,Hele landet,N,Nye kjøretøy,6,Annet drivstoff,Ambulanse2,Ambulanser,2021,2021,0,
0,Hele landet,N,Nye kjøretøy,6,Annet drivstoff,Ambulanse2,Ambulanser,2022,2022,0,
0,Hele landet,N,Nye kjøretøy,6,Annet drivstoff,Ambulanse2,Ambulanser,2023,2023,0,
0,Hele landet,N,Nye kjøretøy,6,Annet drivstoff,Ambulanse2,Ambulanser,2024,2024,0,
0,Hele landet,N,Nye kjøretøy,6,Annet drivstoff,Ambulanse2,Ambulanser,2025,2025,0,
0,Hele landet,B,Bruktimporterte kjøretøy,1,Bensin,Personbil1,Personbiler,2019,2019,3265,
0,Hele landet,B,Bruktimporterte kjøretøy,1,Bensin,Personbil1,Personbiler,2020,2020,3360,
0,Hele landet,B,Bruktimporterte kjøretøy,1,Bensin,Personbil1,Personbiler,2021,2021,4104,
0,Hele landet,B,Bruktimporterte kjøretøy,1,Bensin,Personbil1,Personbiler,2022,2022,3104,
0,Hele landet,B,Bruktimporterte kjøretøy,1,Bensin,Personbil1,Personbiler,2023,2023,1908,
0,Hele landet,B,Bruktimporterte kjøretøy,1,Bensin,Personbil1,Personbiler,2024,2024,1767,
0,Hele landet,B,Bruktimporterte kjøretøy,1,Bensin,Personbil1,Personbiler,2025,2025,2005,
0,Hele landet,B,Bruktimporterte kjøretøy,1,Bensin,Varebil4,Varebiler,2019,2019,374,
0,Hele landet,B,Bruktimporterte kjøretøy,1,Bensin,Varebil4,Varebiler,2020,2020,273,
0,Hele landet,B,Bruktimporterte kjøretøy,1,Bensin,Varebil4,Varebiler,2021,2021,294,
0,Hele landet,B,Bruktimporterte kjøretøy,1,Bensin,Varebil4,Varebiler,2022,2022,250,
0,Hele landet,B,Bruktimporterte kjøretøy,1,Bensin,Varebil4,Varebiler,2023,2023,122,
0,Hele landet,B,Bruktimporterte kjøretøy,1,Bensin,Varebil4,Varebiler,2024,2024,129,
0,Hele landet,B,Bruktimporterte kjøretøy,1,Bensin,Varebil4,Varebiler,2025,2025,175,
0,Hele landet,B,Bruktimporterte kjøretøy,1,Bensin,Bobiler,Bobiler,2019,2019,5,
0,Hele landet,B,Bruktimporterte kjøretøy,1,Bensin,Bobiler,Bobiler,2020,2020,4,
0,Hele landet,B,Bruktimporterte kjøretøy,1,Bensin,Bobiler,Bobiler,2021,2021,3,
0,Hele landet,B,Bruktimporterte kjøretøy,1,Bensin,Bobiler,Bobiler,2022,2022,3,
0,Hele landet,B,Bruktimporterte kjøretøy,1,Bensin,Bobiler,Bobiler,2023,2023,3,
0,Hele landet,B,Bruktimporterte kjøretøy,1,Bensin,Bobiler,Bobiler,2024,2024,2,
0,Hele landet,B,Bruktimporterte kjøretøy,1,Bensin,Bobiler,Bobiler,2025,2025,1,
0,Hele landet,B,Bruktimporterte kjøretøy,1,Bensin,Kombibil5,Kombinerte biler,2019,2019,0,
0,Hele landet,B,Bruktimporterte kjøretøy,1,Bensin,Kombibil5,Kombinerte biler,2020,2020,0,
0,Hele landet,B,Bruktimporterte kjøretøy,1,Bensin,Kombibil5,Kombinerte biler,2021,2021,0,
0,Hele landet,B,Bruktimporterte kjøretøy,1,Bensin,Kombibil5,Kombinerte biler,2022,2022,0,
0,Hele landet,B,Bruktimporterte kjøretøy,1,Bensin,Kombibil5,Kombinerte biler,2023,2023,0,
0,Hele landet,B,Bruktimporterte kjøretøy,1,Bensin,Kombibil5,Kombinerte biler,2024,2024,0,
0,Hele landet,B,Bruktimporterte kjøretøy,1,Bensin,Kombibil5,Kombinerte biler,2025,2025,0,
0,Hele landet,B,Bruktimporterte kjøretøy,1,Bensin,Ambulanse2,Ambulanser,2019,2019,0,
0,Hele landet,B,Bruktimporterte kjøretøy,1,Bensin,Ambulanse2,Ambulanser,2020,2020,0,
0,Hele landet,B,Bruktimporterte kjøretøy,1,Bensin,Ambulanse2,Ambulanser,2021,2021,0,
0,Hele landet,B,Bruktimporterte kjøretøy,1,Bensin,Ambulanse2,Ambulanser,2022,2022,0,
0,Hele landet,B,Bruktimporterte kjøretøy,1,Bensin,Ambulanse2,Ambulanser,2023,2023,0,
0,Hele landet,B,Bruktimporterte kjøretøy,1,Bensin,Ambulanse2,Ambulanser,2024,2024,0,
0,Hele landet,B,Bruktimporterte kjøretøy,1,Bensin,Ambulanse2,Ambulanser,2025,2025,0,
0,Hele landet,B,Bruktimporterte kjøretøy,2,Diesel,Personbil1,Personbiler,2019,2019,2688,
0,Hele landet,B,Bruktimporterte kjøretøy,2,Diesel,Personbil1,Personbiler,2020,2020,1792,
0,Hele landet,B,Bruktimporterte kjøretøy,2,Diesel,Personbil1,Personbiler,2021,2021,1318,
0,Hele landet,B,Bruktimporterte kjøretøy,2,Diesel,Personbil1,Personbiler,2022,2022,634,
0,Hele landet,B,Bruktimporterte kjøretøy,2,Diesel,Personbil1,Personbiler,2023,2023,339,
0,Hele landet,B,Bruktimporterte kjøretøy,2,Diesel,Personbil1,Personbiler,2024,2024,341,
0,Hele landet,B,Bruktimporterte kjøretøy,2,Diesel,Personbil1,Personbiler,2025,2025,394,
0,Hele landet,B,Bruktimporterte kjøretøy,2,Diesel,Varebil4,Varebiler,2019,2019,620,
0,Hele landet,B,Bruktimporterte kjøretøy,2,Diesel,Varebil4,Varebiler,2020,2020,578,
0,Hele landet,B,Bruktimporterte kjøretøy,2,Diesel,Varebil4,Varebiler,2021,2021,788,
0,Hele landet,B,Bruktimporterte kjøretøy,2,Diesel,Varebil4,Varebiler,2022,2022,620,
0,Hele landet,B,Bruktimporterte kjøretøy,2,Diesel,Varebil4,Varebiler,2023,2023,462,
0,Hele landet,B,Bruktimporterte kjøretøy,2,Diesel,Varebil4,Varebiler,2024,2024,434,
0,Hele landet,B,Bruktimporterte kjøretøy,2,Diesel,Varebil4,Varebiler,2025,2025,437,
0,Hele landet,B,Bruktimporterte kjøretøy,2,Diesel,Bobiler,Bobiler,2019,2019,312,
0,Hele landet,B,Bruktimporterte kjøretøy,2,Diesel,Bobiler,Bobiler,2020,2020,220,
0,Hele landet,B,Bruktimporterte kjøretøy,2,Diesel,Bobiler,Bobiler,2021,2021,161,
0,Hele landet,B,Bruktimporterte kjøretøy,2,Diesel,Bobiler,Bobiler,2022,2022,146,
0,Hele landet,B,Bruktimporterte kjøretøy,2,Diesel,Bobiler,Bobiler,2023,2023,105,
0,Hele landet,B,Bruktimporterte kjøretøy,2,Diesel,Bobiler,Bobiler,2024,2024,72,
0,Hele landet,B,Bruktimporterte kjøretøy,2,Diesel,Bobiler,Bobiler,2025,2025,208,
0,Hele landet,B,Bruktimporterte kjøretøy,2,Diesel,Kombibil5,Kombinerte biler,2019,2019,0,
0,Hele landet,B,Bruktimporterte kjøretøy,2,Diesel,Kombibil5,Kombinerte biler,2020,2020,0,
0,Hele landet,B,Bruktimporterte kjøretøy,2,Diesel,Kombibil5,Kombinerte biler,2021,2021,0,
0,Hele landet,B,Bruktimporterte kjøretøy,2,Diesel,Kombibil5,Kombinerte biler,2022,2022,0,
0,Hele landet,B,Bruktimporterte kjøretøy,2,Diesel,Kombibil5,Kombinerte biler,2023,2023,0,
0,Hele landet,B,Bruktimporterte kjøretøy,2,Diesel,Kombibil5,Kombinerte biler,2024,2024,0,
0,Hele landet,B,Bruktimporterte kjøretøy,2,Diesel,Kombibil5,Kombinerte biler,2025,2025,0,
0,Hele landet,B,Bruktimporterte kjøretøy,2,Diesel,Ambulanse2,Ambulanser,2019,2019,1,
0,Hele landet,B,Bruktimporterte kjøretøy,2,Diesel,Ambulanse2,Ambulanser,2020,2020,1,
0,Hele landet,B,Bruktimporterte kjøretøy,2,Diesel,Ambulanse2,Ambulanser,2021,2021,0,
0,Hele landet,B,Bruktimporterte kjøretøy,2,Diesel,Ambulanse2,Ambulanser,2022,2022,0,
0,Hele landet,B,Bruktimporterte kjøretøy,2,Diesel,Ambulanse2,Ambulanser,2023,2023,2,
0,Hele landet,B,Bruktimporterte kjøretøy,2,Diesel,Ambulanse2,Ambulanser,2024,2024,0,
0,Hele landet,B,Bruktimporterte kjøretøy,2,Diesel,Ambulanse2,Ambulanser,2025,2025,1,
0,Hele landet,B,Bruktimporterte kjøretøy,5,El.,Personbil1,Personbiler,2019,2019,6803,
0,Hele landet,B,Bruktimporterte kjøretøy,5,El.,Personbil1,Personbiler,2020,2020,5434,
0,Hele landet,B,Bruktimporterte kjøretøy,5,El.,Personbil1,Personbiler,2021,2021,10477,
0,Hele landet,B,Bruktimporterte kjøretøy,5,El.,Personbil1,Personbiler,2022,2022,14473,
0,Hele landet,B,Bruktimporterte kjøretøy,5,El.,Personbil1,Personbiler,2023,2023,1733,
0,Hele landet,B,Bruktimporterte kjøretøy,5,El.,Personbil1,Personbiler,2024,2024,3774,
0,Hele landet,B,Bruktimporterte kjøretøy,5,El.,Personbil1,Personbiler,2025,2025,5409,
0,Hele landet,B,Bruktimporterte kjøretøy,5,El.,Varebil4,Varebiler,2019,2019,107,
0,Hele landet,B,Bruktimporterte kjøretøy,5,El.,Varebil4,Varebiler,2020,2020,27,
0,Hele landet,B,Bruktimporterte kjøretøy,5,El.,Varebil4,Varebiler,2021,2021,65,
0,Hele landet,B,Bruktimporterte kjøretøy,5,El.,Varebil4,Varebiler,2022,2022,132,
0,Hele landet,B,Bruktimporterte kjøretøy,5,El.,Varebil4,Varebiler,2023,2023,29,
0,Hele landet,B,Bruktimporterte kjøretøy,5,El.,Varebil4,Varebiler,2024,2024,90,
0,Hele landet,B,Bruktimporterte kjøretøy,5,El.,Varebil4,Varebiler,2025,2025,145,
0,Hele landet,B,Bruktimporterte kjøretøy,5,El.,Bobiler,Bobiler,2019,2019,0,
0,Hele landet,B,Bruktimporterte kjøretøy,5,El.,Bobiler,Bobiler,2020,2020,0,
0,Hele landet,B,Bruktimporterte kjøretøy,5,El.,Bobiler,Bobiler,2021,2021,0,
0,Hele landet,B,Bruktimporterte kjøretøy,5,El.,Bobiler,Bobiler,2022,2022,0,
0,Hele landet,B,Bruktimporterte kjøretøy,5,El.,Bobiler,Bobiler,2023,2023,0,
0,Hele landet,B,Bruktimporterte kjøretøy,5,El.,Bobiler,Bobiler,2024,2024,0,
0,Hele landet,B,Bruktimporterte kjøretøy,5,El.,Bobiler,Bobiler,2025,2025,0,
0,Hele landet,B,Bruktimporterte kjøretøy,5,El.,Kombibil5,Kombinerte biler,2019,2019,0,
0,Hele landet,B,Bruktimporterte kjøretøy,5,El.,Kombibil5,Kombinerte biler,2020,2020,0,
0,Hele landet,B,Bruktimporterte kjøretøy,5,El.,Kombibil5,Kombinerte biler,2021,2021,0,
0,Hele landet,B,Bruktimporterte kjøretøy,5,El.,Kombibil5,Kombinerte biler,2022,2022,0,
0,Hele landet,B,Bruktimporterte kjøretøy,5,El.,Kombibil5,Kombinerte biler,2023,2023,0,
0,Hele landet,B,Bruktimporterte kjøretøy,5,El.,Kombibil5,Kombinerte biler,2024,2024,0,
0,Hele landet,B,Bruktimporterte kjøretøy,5,El.,Kombibil5,Kombinerte biler,2025,2025,0,
0,Hele landet,B,Bruktimporterte kjøretøy,5,El.,Ambulanse2,Ambulanser,2019,2019,0,
0,Hele landet,B,Bruktimporterte kjøretøy,5,El.,Ambulanse2,Ambulanser,2020,2020,0,
0,Hele landet,B,Bruktimporterte kjøretøy,5,El.,Ambulanse2,Ambulanser,2021,2021,0,
0,Hele landet,B,Bruktimporterte kjøretøy,5,El.,Ambulanse2,Ambulanser,2022,2022,0,
0,Hele landet,B,Bruktimporterte kjøretøy,5,El.,Ambulanse2,Ambulanser,2023,2023,0,
0,Hele landet,B,Bruktimporterte kjøretøy,5,El.,Ambulanse2,Ambulanser,2024,2024,0,
0,Hele landet,B,Bruktimporterte kjøretøy,5,El.,Ambulanse2,Ambulanser,2025,2025,0,
0,Hele landet,B,Bruktimporterte kjøretøy,13,Hydrogen,Personbil1,Personbiler,2019,2019,3,
0,Hele landet,B,Bruktimporterte kjøretøy,13,Hydrogen,Personbil1,Personbiler,2020,2020,1,
0,Hele landet,B,Bruktimporterte kjøretøy,13,Hydrogen,Personbil1,Personbiler,2021,2021,6,
0,Hele landet,B,Bruktimporterte kjøretøy,13,Hydrogen,Personbil1,Personbiler,2022,2022,30,
0,Hele landet,B,Bruktimporterte kjøretøy,13,Hydrogen,Personbil1,Personbiler,2023,2023,16,
0,Hele landet,B,Bruktimporterte kjøretøy,13,Hydrogen,Personbil1,Personbiler,2024,2024,9,
0,Hele landet,B,Bruktimporterte kjøretøy,13,Hydrogen,Personbil1,Personbiler,2025,2025,4,
0,Hele landet,B,Bruktimporterte kjøretøy,13,Hydrogen,Varebil4,Varebiler,2019,2019,0,
0,Hele landet,B,Bruktimporterte kjøretøy,13,Hydrogen,Varebil4,Varebiler,2020,2020,0,
0,Hele landet,B,Bruktimporterte kjøretøy,13,Hydrogen,Varebil4,Varebiler,2021,2021,0,
0,Hele landet,B,Bruktimporterte kjøretøy,13,Hydrogen,Varebil4,Varebiler,2022,2022,0,
0,Hele landet,B,Bruktimporterte kjøretøy,13,Hydrogen,Varebil4,Varebiler,2023,2023,0,
0,Hele landet,B,Bruktimporterte kjøretøy,13,Hydrogen,Varebil4,Varebiler,2024,2024,0,
0,Hele landet,B,Bruktimporterte kjøretøy,13,Hydrogen,Varebil4,Varebiler,2025,2025,0,
0,Hele landet,B,Bruktimporterte kjøretøy,13,Hydrogen,Bobiler,Bobiler,2019,2019,0,
0,Hele landet,B,Bruktimporterte kjøretøy,13,Hydrogen,Bobiler,Bobiler,2020,2020,0,
0,Hele landet,B,Bruktimporterte kjøretøy,13,Hydrogen,Bobiler,Bobiler,2021,2021,0,
0,Hele landet,B,Bruktimporterte kjøretøy,13,Hydrogen,Bobiler,Bobiler,2022,2022,0,
0,Hele landet,B,Bruktimporterte kjøretøy,13,Hydrogen,Bobiler,Bobiler,2023,2023,0,
