PetroleumProd,PetroleumProd_label,ContentsCode,ContentsCode_label,Tid,Tid_label,value,status
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2010M05,2010M05,12.89,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2010M06,2010M06,12.79,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2010M07,2010M07,12.72,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2010M08,2010M08,12.47,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2010M09,2010M09,12.45,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2010M10,2010M10,12.57,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2010M11,2010M11,12.76,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2010M12,2010M12,13.22,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2011M01,2011M01,13.33,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2011M02,2011M02,13.43,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2011M03,2011M03,13.94,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2011M04,2011M04,14.23,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2011M05,2011M05,14.29,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2011M06,2011M06,14.26,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2011M07,2011M07,14.21,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2011M08,2011M08,14.06,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2011M09,2011M09,14.02,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2011M10,2011M10,13.95,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2011M11,2011M11,13.83,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2011M12,2011M12,13.8,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2012M01,2012M01,14.36,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2012M02,2012M02,14.71,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2012M03,2012M03,15.05,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2012M04,2012M04,15.45,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2012M05,2012M05,14.88,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2012M06,2012M06,14.56,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2012M07,2012M07,14.55,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2012M08,2012M08,14.83,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2012M09,2012M09,15.22,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2012M10,2012M10,14.85,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2012M11,2012M11,14.32,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2012M12,2012M12,14.21,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2013M01,2013M01,14.41,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2013M02,2013M02,14.65,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2013M03,2013M03,14.65,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2013M04,2013M04,14.51,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2013M05,2013M05,14.54,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2013M06,2013M06,14.61,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2013M07,2013M07,15.07,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2013M08,2013M08,15.07,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2013M09,2013M09,15.05,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2013M10,2013M10,14.81,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2013M11,2013M11,14.63,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2013M12,2013M12,14.68,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2014M01,2014M01,14.91,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2014M02,2014M02,14.84,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2014M03,2014M03,14.71,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2014M04,2014M04,14.69,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2014M05,2014M05,15.03,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2014M06,2014M06,14.97,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2014M07,2014M07,15.29,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2014M08,2014M08,15.12,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2014M09,2014M09,14.96,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2014M10,2014M10,14.6,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2014M11,2014M11,14.48,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2014M12,2014M12,13.72,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2015M01,2015M01,13.78,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2015M02,2015M02,13.55,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2015M03,2015M03,13.95,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2015M04,2015M04,14.28,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2015M05,2015M05,13.99,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2015M06,2015M06,14.69,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2015M07,2015M07,14.92,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2015M08,2015M08,14.04,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2015M09,2015M09,13.69,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2015M10,2015M10,13.5,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2015M11,2015M11,13.55,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2015M12,2015M12,13.29,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2016M01,2016M01,13.29,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2016M02,2016M02,12.93,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2016M03,2016M03,13.41,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2016M04,2016M04,13.53,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2016M05,2016M05,13.57,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2016M06,2016M06,14.02,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2016M07,2016M07,13.88,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2016M08,2016M08,13.63,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2016M09,2016M09,13.47,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2016M10,2016M10,13.33,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2016M11,2016M11,13.69,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2016M12,2016M12,13.89,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2017M01,2017M01,14.94,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2017M02,2017M02,14.87,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2017M03,2017M03,14.61,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2017M04,2017M04,14.28,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2017M05,2017M05,14.38,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2017M06,2017M06,14.69,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2017M07,2017M07,14.58,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2017M08,2017M08,14.79,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2017M09,2017M09,15.05,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2017M10,2017M10,14.25,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2017M11,2017M11,14.96,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2017M12,2017M12,14.23,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2018M01,2018M01,15.02,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2018M02,2018M02,15.23,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2018M03,2018M03,14.93,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2018M04,2018M04,15.21,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2018M05,2018M05,15.95,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2018M06,2018M06,15.65,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2018M07,2018M07,15.83,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2018M08,2018M08,15.94,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2018M09,2018M09,15.97,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2018M10,2018M10,15.96,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2018M11,2018M11,16.02,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2018M12,2018M12,14.93,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2019M01,2019M01,14.91,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2019M02,2019M02,15.06,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2019M03,2019M03,15.31,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2019M04,2019M04,15.8,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2019M05,2019M05,16.07,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2019M06,2019M06,15.99,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2019M07,2019M07,16.31,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2019M08,2019M08,15.92,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2019M09,2019M09,15.61,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2019M10,2019M10,15.59,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2019M11,2019M11,16.01,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2019M12,2019M12,15.7,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2020M01,2020M01,15.92,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2020M02,2020M02,15.6,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2020M03,2020M03,15.19,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2020M04,2020M04,13.69,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2020M05,2020M05,14.07,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2020M06,2020M06,14.78,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2020M07,2020M07,15.35,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2020M08,2020M08,14.86,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2020M09,2020M09,14.38,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2020M10,2020M10,14.43,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2020M11,2020M11,13.56,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2020M12,2020M12,14.44,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2021M01,2021M01,15.32,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2021M02,2021M02,15.57,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2021M03,2021M03,15.59,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2021M04,2021M04,15.85,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2021M05,2021M05,16.01,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2021M06,2021M06,16.2,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2021M07,2021M07,16.95,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2021M08,2021M08,17.15,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2021M09,2021M09,17.05,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2021M10,2021M10,17.37,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2021M11,2021M11,17.65,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2021M12,2021M12,17.58,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2022M01,2022M01,18.64,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2022M02,2022M02,19.28,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2022M03,2022M03,22.04,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2022M04,2022M04,21.24,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2022M05,2022M05,22.96,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2022M06,2022M06,26.16,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2022M07,2022M07,25.06,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2022M08,2022M08,21.39,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2022M09,2022M09,21.4,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2022M10,2022M10,22.89,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2022M11,2022M11,21.04,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2022M12,2022M12,19.3,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2023M01,2023M01,20.49,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2023M02,2023M02,20.97,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2023M03,2023M03,22.32,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2023M04,2023M04,22.68,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2023M05,2023M05,21.44,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2023M06,2023M06,22.01,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2023M07,2023M07,21.88,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2023M08,2023M08,22.92,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2023M09,2023M09,22.9,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2023M10,2023M10,22.94,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2023M11,2023M11,22.12,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2023M12,2023M12,21.15,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2024M01,2024M01,20.44,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2024M02,2024M02,21.92,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2024M03,2024M03,21.35,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2024M04,2024M04,22.44,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2024M05,2024M05,23.28,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2024M06,2024M06,23.41,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2024M07,2024M07,22.56,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2024M08,2024M08,21.98,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2024M09,2024M09,21.81,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2024M10,2024M10,21.85,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2024M11,2024M11,22.21,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2024M12,2024M12,21.86,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2025M01,2025M01,21.52,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2025M02,2025M02,21.27,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2025M03,2025M03,20.4,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2025M04,2025M04,19.76,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2025M05,2025M05,19.95,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2025M06,2025M06,19.63,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2025M07,2025M07,21.21,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2025M08,2025M08,21.17,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2025M09,2025M09,20.78,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2025M10,2025M10,21.17,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2025M11,2025M11,20.52,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2025M12,2025M12,20.78,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2026M01,2026M01,20.47,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2026M02,2026M02,19.68,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2026M03,2026M03,23.5,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2026M04,2026M04,19.32,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2026M05,2026M05,19.15,
031,"Bensin, blyfri 95 oktan",Priser,Priser (kr per liter),2026M06,2026M06,18.43,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1986M08,1986M08,1.97,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1986M09,1986M09,1.93,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1986M10,1986M10,1.96,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1986M11,1986M11,1.87,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1986M12,1986M12,1.86,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1987M01,1987M01,2.13,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1987M02,1987M02,2.2,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1987M03,1987M03,2.1,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1987M04,1987M04,2.1,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1987M05,1987M05,2.08,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1987M06,1987M06,2.1,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1987M07,1987M07,2.1,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1987M08,1987M08,2.17,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1987M09,1987M09,2.17,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1987M10,1987M10,2.17,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1987M11,1987M11,2.15,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1987M12,1987M12,2.14,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1988M01,1988M01,2.25,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1988M02,1988M02,2.25,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1988M03,1988M03,2.24,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1988M04,1988M04,2.23,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1988M05,1988M05,2.22,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1988M06,1988M06,2.2,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1988M07,1988M07,2.18,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1988M08,1988M08,2.18,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1988M09,1988M09,2.2,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1988M10,1988M10,2.16,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1988M11,1988M11,2.14,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1988M12,1988M12,2.09,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1989M01,1989M01,2.18,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1989M02,1989M02,2.21,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1989M03,1989M03,2.26,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1989M04,1989M04,2.3,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1989M05,1989M05,2.42,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1989M06,1989M06,2.49,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1989M07,1989M07,2.49,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1989M08,1989M08,2.46,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1989M09,1989M09,2.44,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1989M10,1989M10,2.44,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1989M11,1989M11,2.47,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1989M12,1989M12,2.53,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1990M01,1990M01,2.7,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1990M02,1990M02,2.77,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1990M03,1990M03,2.74,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1990M04,1990M04,2.58,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1990M05,1990M05,2.63,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1990M06,1990M06,2.57,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1990M07,1990M07,2.55,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1990M08,1990M08,2.71,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1990M09,1990M09,3.09,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1990M10,1990M10,3.56,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1990M11,1990M11,3.57,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1990M12,1990M12,3.36,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1991M01,1991M01,3.65,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1991M02,1991M02,3.65,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1991M03,1991M03,3.59,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1991M04,1991M04,3.29,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1991M05,1991M05,3.36,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1991M06,1991M06,3.04,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1991M07,1991M07,3.37,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1991M08,1991M08,3.4,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1991M09,1991M09,3.38,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1991M10,1991M10,3.44,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1991M11,1991M11,3.5,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1991M12,1991M12,3.36,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1992M01,1992M01,3.26,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1992M02,1992M02,3.29,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1992M03,1992M03,3.28,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1992M04,1992M04,3.03,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1992M05,1992M05,3.38,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1992M06,1992M06,3.4,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1992M07,1992M07,3.17,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1992M08,1992M08,3.12,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1992M09,1992M09,3.06,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1992M10,1992M10,3.2,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1992M11,1992M11,3.03,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1992M12,1992M12,3.28,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1993M01,1993M01,3.32,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1993M02,1993M02,3.33,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1993M03,1993M03,3.04,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1993M04,1993M04,3.39,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1993M05,1993M05,3.37,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1993M06,1993M06,3.32,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1993M07,1993M07,3.3,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1993M08,1993M08,3.33,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1993M09,1993M09,3.33,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1993M10,1993M10,6.22,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1993M11,1993M11,6.22,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1993M12,1993M12,6.22,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1994M01,1994M01,6.41,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1994M02,1994M02,6.44,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1994M03,1994M03,6.46,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1994M04,1994M04,6.41,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1994M05,1994M05,6.44,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1994M06,1994M06,6.45,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1994M07,1994M07,6.45,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1994M08,1994M08,6.46,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1994M09,1994M09,6.4,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1994M10,1994M10,6.66,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1994M11,1994M11,6.68,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1994M12,1994M12,6.74,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1995M01,1995M01,7.06,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1995M02,1995M02,7.07,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1995M03,1995M03,7.03,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1995M04,1995M04,7.06,
