PetroleumProd,PetroleumProd_label,ContentsCode,ContentsCode_label,Tid,Tid_label,value,status
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1995M05,1995M05,7.06,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1995M06,1995M06,7.02,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1995M07,1995M07,6.92,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1995M08,1995M08,6.9,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1995M09,1995M09,7.01,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1995M10,1995M10,7.02,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1995M11,1995M11,7.04,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1995M12,1995M12,7.09,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1996M01,1996M01,7.27,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1996M02,1996M02,7.3,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1996M03,1996M03,7.43,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1996M04,1996M04,7.55,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1996M05,1996M05,7.43,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1996M06,1996M06,7.37,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1996M07,1996M07,7.34,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1996M08,1996M08,7.39,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1996M09,1996M09,7.49,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1996M10,1996M10,7.85,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1996M11,1996M11,7.7,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1996M12,1996M12,7.18,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1997M01,1997M01,7.71,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1997M02,1997M02,7.61,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1997M03,1997M03,7.43,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1997M04,1997M04,7.33,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1997M05,1997M05,7.65,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1997M06,1997M06,7.61,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1997M07,1997M07,7.58,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1997M08,1997M08,7.65,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1997M09,1997M09,7.63,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1997M10,1997M10,7.77,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1997M11,1997M11,7.74,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1997M12,1997M12,7.88,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1998M01,1998M01,7.9,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1998M02,1998M02,7.85,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1998M03,1998M03,7.81,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1998M04,1998M04,7.83,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1998M05,1998M05,7.79,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1998M06,1998M06,7.75,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1998M07,1998M07,7.72,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1998M08,1998M08,7.73,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1998M09,1998M09,7.73,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1998M10,1998M10,7.78,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1998M11,1998M11,7.69,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1998M12,1998M12,7.64,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1999M01,1999M01,7.75,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1999M02,1999M02,7.72,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1999M03,1999M03,7.73,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1999M04,1999M04,8.01,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1999M05,1999M05,8.02,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1999M06,1999M06,7.93,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1999M07,1999M07,8.12,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1999M08,1999M08,8.33,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1999M09,1999M09,8.39,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1999M10,1999M10,8.48,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1999M11,1999M11,8.59,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),1999M12,1999M12,8.97,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2000M01,2000M01,9.6,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2000M02,2000M02,9.52,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2000M03,2000M03,9.6,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2000M04,2000M04,9.4,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2000M05,2000M05,9.49,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2000M06,2000M06,9.69,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2000M07,2000M07,9.58,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2000M08,2000M08,9.57,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2000M09,2000M09,10.22,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2000M10,2000M10,10.19,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2000M11,2000M11,10.19,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2000M12,2000M12,10.04,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2001M01,2001M01,9.05,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2001M02,2001M02,9.18,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2001M03,2001M03,8.86,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2001M04,2001M04,8.79,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2001M05,2001M05,8.83,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2001M06,2001M06,8.77,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2001M07,2001M07,8.41,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2001M08,2001M08,8.24,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2001M09,2001M09,8.38,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2001M10,2001M10,8.03,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2001M11,2001M11,8.01,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2001M12,2001M12,7.92,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2002M01,2002M01,8.05,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2002M02,2002M02,7.93,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2002M03,2002M03,8.02,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2002M04,2002M04,8.15,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2002M05,2002M05,8.05,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2002M06,2002M06,7.86,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2002M07,2002M07,7.89,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2002M08,2002M08,7.81,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2002M09,2002M09,8.02,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2002M10,2002M10,8.14,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2002M11,2002M11,7.95,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2002M12,2002M12,8.11,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2003M01,2003M01,8.3,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2003M02,2003M02,8.55,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2003M03,2003M03,9.34,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2003M04,2003M04,8.03,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2003M05,2003M05,7.89,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2003M06,2003M06,7.95,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2003M07,2003M07,8.06,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2003M08,2003M08,8.2,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2003M09,2003M09,8.04,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2003M10,2003M10,8.06,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2003M11,2003M11,8.14,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2003M12,2003M12,8.01,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2004M01,2004M01,8.12,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2004M02,2004M02,8.01,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2004M03,2004M03,8.05,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2004M04,2004M04,8.09,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2004M05,2004M05,8.03,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2004M06,2004M06,8.36,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2004M07,2004M07,8.48,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2004M08,2004M08,8.73,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2004M09,2004M09,8.38,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2004M10,2004M10,9.04,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2004M11,2004M11,8.82,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2004M12,2004M12,8.55,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2005M01,2005M01,8.84,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2005M02,2005M02,8.72,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2005M03,2005M03,9.21,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2005M04,2005M04,9.57,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2005M05,2005M05,9.46,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2005M06,2005M06,9.68,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2005M07,2005M07,9.95,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2005M08,2005M08,9.88,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2005M09,2005M09,9.84,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2005M10,2005M10,10.02,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2005M11,2005M11,9.61,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2005M12,2005M12,9.74,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2006M01,2006M01,10.0,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2006M02,2006M02,10.0,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2006M03,2006M03,10.26,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2006M04,2006M04,10.39,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2006M05,2006M05,10.04,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2006M06,2006M06,10.3,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2006M07,2006M07,10.57,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2006M08,2006M08,10.42,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2006M09,2006M09,10.51,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2006M10,2006M10,10.07,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2006M11,2006M11,9.98,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2006M12,2006M12,9.99,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2007M01,2007M01,9.71,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2007M02,2007M02,10.0,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2007M03,2007M03,10.03,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2007M04,2007M04,10.24,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2007M05,2007M05,9.9,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2007M06,2007M06,10.16,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2007M07,2007M07,10.03,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2007M08,2007M08,10.38,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2007M09,2007M09,10.43,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2007M10,2007M10,10.24,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2007M11,2007M11,11.29,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2007M12,2007M12,11.46,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2008M01,2008M01,11.27,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2008M02,2008M02,11.63,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2008M03,2008M03,12.22,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2008M04,2008M04,12.05,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2008M05,2008M05,12.88,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2008M06,2008M06,13.32,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2008M07,2008M07,13.72,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2008M08,2008M08,12.93,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2008M09,2008M09,12.81,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2008M10,2008M10,12.36,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2008M11,2008M11,11.5,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2008M12,2008M12,10.64,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2009M01,2009M01,10.99,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2009M02,2009M02,10.45,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2009M03,2009M03,10.0,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2009M04,2009M04,10.45,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2009M05,2009M05,10.6,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2009M06,2009M06,10.8,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2009M07,2009M07,10.79,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2009M08,2009M08,11.02,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2009M09,2009M09,10.88,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2009M10,2009M10,10.6,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2009M11,2009M11,11.06,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2009M12,2009M12,10.96,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2010M01,2010M01,11.43,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2010M02,2010M02,11.22,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2010M03,2010M03,11.58,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2010M04,2010M04,11.8,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2010M05,2010M05,11.83,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2010M06,2010M06,11.78,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2010M07,2010M07,11.7,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2010M08,2010M08,11.57,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2010M09,2010M09,11.62,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2010M10,2010M10,11.85,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2010M11,2010M11,12.14,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2010M12,2010M12,12.59,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2011M01,2011M01,12.69,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2011M02,2011M02,13.0,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2011M03,2011M03,13.36,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2011M04,2011M04,13.45,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2011M05,2011M05,13.1,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2011M06,2011M06,13.16,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2011M07,2011M07,13.22,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2011M08,2011M08,13.09,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2011M09,2011M09,12.95,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2011M10,2011M10,13.02,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2011M11,2011M11,13.18,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2011M12,2011M12,13.13,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2012M01,2012M01,13.47,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2012M02,2012M02,13.54,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2012M03,2012M03,13.53,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2012M04,2012M04,13.63,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2012M05,2012M05,13.23,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2012M06,2012M06,12.87,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2012M07,2012M07,12.76,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2012M08,2012M08,13.14,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2012M09,2012M09,13.34,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2012M10,2012M10,13.21,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2012M11,2012M11,13.02,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2012M12,2012M12,12.9,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2013M01,2013M01,13.03,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2013M02,2013M02,13.2,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2013M03,2013M03,13.08,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2013M04,2013M04,12.72,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2013M05,2013M05,12.87,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2013M06,2013M06,12.88,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2013M07,2013M07,13.03,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2013M08,2013M08,13.29,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2013M09,2013M09,13.46,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2013M10,2013M10,13.44,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2013M11,2013M11,13.29,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2013M12,2013M12,13.34,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2014M01,2014M01,13.49,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2014M02,2014M02,13.43,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2014M03,2014M03,13.2,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2014M04,2014M04,12.99,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2014M05,2014M05,13.18,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2014M06,2014M06,13.02,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2014M07,2014M07,13.25,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2014M08,2014M08,13.25,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2014M09,2014M09,13.06,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2014M10,2014M10,12.82,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2014M11,2014M11,13.0,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2014M12,2014M12,12.57,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2015M01,2015M01,12.46,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2015M02,2015M02,12.14,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2015M03,2015M03,12.47,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2015M04,2015M04,12.67,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2015M05,2015M05,12.03,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2015M06,2015M06,12.63,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2015M07,2015M07,12.6,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2015M08,2015M08,11.9,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2015M09,2015M09,12.06,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2015M10,2015M10,12.05,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2015M11,2015M11,12.0,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2015M12,2015M12,11.75,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2016M01,2016M01,11.61,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2016M02,2016M02,10.95,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2016M03,2016M03,11.86,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2016M04,2016M04,11.41,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2016M05,2016M05,11.21,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2016M06,2016M06,11.96,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2016M07,2016M07,12.06,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2016M08,2016M08,11.64,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2016M09,2016M09,11.57,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2016M10,2016M10,11.46,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2016M11,2016M11,11.97,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2016M12,2016M12,12.25,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2017M01,2017M01,13.87,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2017M02,2017M02,13.8,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2017M03,2017M03,13.5,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2017M04,2017M04,12.93,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2017M05,2017M05,13.06,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2017M06,2017M06,13.36,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2017M07,2017M07,13.3,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2017M08,2017M08,13.55,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2017M09,2017M09,13.62,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2017M10,2017M10,12.9,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2017M11,2017M11,14.01,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2017M12,2017M12,13.39,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2018M01,2018M01,14.37,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2018M02,2018M02,14.46,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2018M03,2018M03,14.12,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2018M04,2018M04,14.34,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2018M05,2018M05,15.16,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2018M06,2018M06,14.84,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2018M07,2018M07,14.94,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2018M08,2018M08,15.04,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2018M09,2018M09,15.13,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2018M10,2018M10,15.33,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2018M11,2018M11,15.75,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2018M12,2018M12,14.78,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2019M01,2019M01,14.52,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2019M02,2019M02,14.85,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2019M03,2019M03,15.04,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2019M04,2019M04,14.81,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2019M05,2019M05,15.13,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2019M06,2019M06,15.01,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2019M07,2019M07,15.05,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2019M08,2019M08,14.74,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2019M09,2019M09,14.79,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2019M10,2019M10,14.74,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2019M11,2019M11,15.16,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2019M12,2019M12,14.83,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2020M01,2020M01,15.4,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2020M02,2020M02,14.84,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2020M03,2020M03,14.34,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2020M04,2020M04,13.65,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2020M05,2020M05,13.47,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2020M06,2020M06,13.73,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2020M07,2020M07,14.41,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2020M08,2020M08,14.01,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2020M09,2020M09,13.15,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2020M10,2020M10,13.2,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2020M11,2020M11,12.58,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2020M12,2020M12,13.56,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2021M01,2021M01,14.55,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2021M02,2021M02,14.73,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2021M03,2021M03,14.58,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2021M04,2021M04,14.88,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2021M05,2021M05,15.0,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2021M06,2021M06,15.21,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2021M07,2021M07,16.06,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2021M08,2021M08,15.76,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2021M09,2021M09,15.49,
