Kjopegrupper,Kjopegrupper_label,Produkter,Produkter_label,ContentsCode,ContentsCode_label,Tid,Tid_label,value,status
00,Alle kjøpegrupper,01,Bilbensin,Total,Totalt sal,2024M06,2024M06,81.0,
00,Alle kjøpegrupper,01,Bilbensin,Total,Totalt sal,2024M07,2024M07,91.0,
00,Alle kjøpegrupper,01,Bilbensin,Total,Totalt sal,2024M08,2024M08,83.0,
00,Alle kjøpegrupper,01,Bilbensin,Total,Totalt sal,2024M09,2024M09,72.0,
00,Alle kjøpegrupper,01,Bilbensin,Total,Totalt sal,2024M10,2024M10,65.0,
00,Alle kjøpegrupper,01,Bilbensin,Total,Totalt sal,2024M11,2024M11,60.0,
00,Alle kjøpegrupper,01,Bilbensin,Total,Totalt sal,2024M12,2024M12,66.0,
00,Alle kjøpegrupper,01,Bilbensin,Total,Totalt sal,2025M01,2025M01,60.0,
00,Alle kjøpegrupper,01,Bilbensin,Total,Totalt sal,2025M02,2025M02,59.0,
00,Alle kjøpegrupper,01,Bilbensin,Total,Totalt sal,2025M03,2025M03,64.0,
00,Alle kjøpegrupper,01,Bilbensin,Total,Totalt sal,2025M04,2025M04,69.0,
00,Alle kjøpegrupper,01,Bilbensin,Total,Totalt sal,2025M05,2025M05,74.0,
00,Alle kjøpegrupper,01,Bilbensin,Total,Totalt sal,2025M06,2025M06,79.0,
00,Alle kjøpegrupper,01,Bilbensin,Total,Totalt sal,2025M07,2025M07,94.0,
00,Alle kjøpegrupper,01,Bilbensin,Total,Totalt sal,2025M08,2025M08,79.0,
00,Alle kjøpegrupper,01,Bilbensin,Total,Totalt sal,2025M09,2025M09,67.0,
00,Alle kjøpegrupper,01,Bilbensin,Total,Totalt sal,2025M10,2025M10,64.0,
00,Alle kjøpegrupper,01,Bilbensin,Total,Totalt sal,2025M11,2025M11,56.0,
00,Alle kjøpegrupper,01,Bilbensin,Total,Totalt sal,2025M12,2025M12,61.0,
00,Alle kjøpegrupper,01,Bilbensin,Total,Totalt sal,2026M01,2026M01,61.0,
00,Alle kjøpegrupper,01,Bilbensin,Total,Totalt sal,2026M02,2026M02,57.0,
00,Alle kjøpegrupper,01,Bilbensin,Total,Totalt sal,2026M03,2026M03,58.0,
00,Alle kjøpegrupper,01,Bilbensin,Total,Totalt sal,2026M04,2026M04,68.0,
00,Alle kjøpegrupper,01,Bilbensin,Total,Totalt sal,2026M05,2026M05,74.0,
00,Alle kjøpegrupper,01,Bilbensin,Total,Totalt sal,2026M06,2026M06,76.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2021M01,2021M01,68.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2021M02,2021M02,66.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2021M03,2021M03,72.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2021M04,2021M04,71.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2021M05,2021M05,85.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2021M06,2021M06,94.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2021M07,2021M07,114.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2021M08,2021M08,97.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2021M09,2021M09,81.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2021M10,2021M10,77.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2021M11,2021M11,72.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2021M12,2021M12,73.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2022M01,2022M01,64.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2022M02,2022M02,64.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2022M03,2022M03,75.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2022M04,2022M04,76.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2022M05,2022M05,80.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2022M06,2022M06,90.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2022M07,2022M07,97.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2022M08,2022M08,88.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2022M09,2022M09,76.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2022M10,2022M10,72.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2022M11,2022M11,69.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2022M12,2022M12,71.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2023M01,2023M01,64.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2023M02,2023M02,65.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2023M03,2023M03,73.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2023M04,2023M04,74.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2023M05,2023M05,83.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2023M06,2023M06,88.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2023M07,2023M07,94.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2023M08,2023M08,83.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2023M09,2023M09,73.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2023M10,2023M10,74.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2023M11,2023M11,65.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2023M12,2023M12,71.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2024M01,2024M01,64.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2024M02,2024M02,65.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2024M03,2024M03,69.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2024M04,2024M04,68.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2024M05,2024M05,80.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2024M06,2024M06,81.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2024M07,2024M07,91.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2024M08,2024M08,82.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2024M09,2024M09,72.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2024M10,2024M10,65.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2024M11,2024M11,60.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2024M12,2024M12,65.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2025M01,2025M01,60.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2025M02,2025M02,59.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2025M03,2025M03,64.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2025M04,2025M04,69.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2025M05,2025M05,74.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2025M06,2025M06,78.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2025M07,2025M07,94.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2025M08,2025M08,79.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2025M09,2025M09,67.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2025M10,2025M10,64.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2025M11,2025M11,56.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2025M12,2025M12,60.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2026M01,2026M01,61.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2026M02,2026M02,57.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2026M03,2026M03,58.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2026M04,2026M04,68.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2026M05,2026M05,72.0,
00,Alle kjøpegrupper,01,Bilbensin,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2026M06,2026M06,76.0,
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2021M01,2021M01,,..
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2021M02,2021M02,,..
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2021M03,2021M03,,..
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2021M04,2021M04,,..
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2021M05,2021M05,,..
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2021M06,2021M06,,..
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2021M07,2021M07,,..
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2021M08,2021M08,,..
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2021M09,2021M09,,..
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2021M10,2021M10,,..
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2021M11,2021M11,,..
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2021M12,2021M12,,..
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2022M01,2022M01,,..
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2022M02,2022M02,,..
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2022M03,2022M03,,..
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2022M04,2022M04,,..
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2022M05,2022M05,,..
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2022M06,2022M06,,..
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2022M07,2022M07,,..
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2022M08,2022M08,,..
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2022M09,2022M09,,..
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2022M10,2022M10,,..
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2022M11,2022M11,,..
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2022M12,2022M12,,..
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2023M01,2023M01,,..
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2023M02,2023M02,,..
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2023M03,2023M03,,..
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2023M04,2023M04,,..
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2023M05,2023M05,,..
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2023M06,2023M06,,..
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2023M07,2023M07,,..
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2023M08,2023M08,,..
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2023M09,2023M09,,..
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2023M10,2023M10,,..
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2023M11,2023M11,,..
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2023M12,2023M12,,..
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2024M01,2024M01,,..
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2024M02,2024M02,,..
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2024M03,2024M03,0.0,
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2024M04,2024M04,,..
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2024M05,2024M05,,..
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2024M06,2024M06,,..
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2024M07,2024M07,0.0,
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2024M08,2024M08,0.0,
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2024M09,2024M09,0.0,
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2024M10,2024M10,0.0,
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2024M11,2024M11,0.0,
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2024M12,2024M12,0.0,
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2025M01,2025M01,0.0,
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2025M02,2025M02,0.0,
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2025M03,2025M03,,..
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2025M04,2025M04,,..
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2025M05,2025M05,,..
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2025M06,2025M06,,..
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2025M07,2025M07,,..
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2025M08,2025M08,,..
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2025M09,2025M09,,..
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2025M10,2025M10,,..
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2025M11,2025M11,,..
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2025M12,2025M12,,..
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2026M01,2026M01,,..
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2026M02,2026M02,,..
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2026M03,2026M03,,..
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2026M04,2026M04,0.0,
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2026M05,2026M05,2.0,
00,Alle kjøpegrupper,01,Bilbensin,Biodrivstoff,Sal av reint biodrivstoff,2026M06,2026M06,0.0,
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2021M01,2021M01,,..
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2021M02,2021M02,,..
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2021M03,2021M03,,..
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2021M04,2021M04,,..
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2021M05,2021M05,,..
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2021M06,2021M06,,..
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2021M07,2021M07,,..
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2021M08,2021M08,,..
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2021M09,2021M09,,..
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2021M10,2021M10,,..
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2021M11,2021M11,,..
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2021M12,2021M12,,..
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2022M01,2022M01,228.0,
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2022M02,2022M02,229.0,
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2022M03,2022M03,256.0,
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2022M04,2022M04,228.0,
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2022M05,2022M05,249.0,
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2022M06,2022M06,253.0,
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2022M07,2022M07,237.0,
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2022M08,2022M08,254.0,
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2022M09,2022M09,256.0,
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2022M10,2022M10,243.0,
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2022M11,2022M11,258.0,
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2022M12,2022M12,238.0,
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2023M01,2023M01,229.0,
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2023M02,2023M02,216.0,
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2023M03,2023M03,247.0,
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2023M04,2023M04,210.0,
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2023M05,2023M05,231.0,
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2023M06,2023M06,246.0,
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2023M07,2023M07,223.0,
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2023M08,2023M08,236.0,
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2023M09,2023M09,226.0,
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2023M10,2023M10,252.0,
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2023M11,2023M11,236.0,
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2023M12,2023M12,222.0,
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2024M01,2024M01,212.0,
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2024M02,2024M02,210.0,
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2024M03,2024M03,195.0,
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2024M04,2024M04,213.0,
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2024M05,2024M05,211.0,
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2024M06,2024M06,220.0,
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2024M07,2024M07,206.0,
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2024M08,2024M08,220.0,
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2024M09,2024M09,212.0,
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2024M10,2024M10,223.0,
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2024M11,2024M11,206.0,
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2024M12,2024M12,195.0,
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2025M01,2025M01,191.0,
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2025M02,2025M02,186.0,
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2025M03,2025M03,199.0,
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2025M04,2025M04,188.0,
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2025M05,2025M05,199.0,
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2025M06,2025M06,208.0,
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2025M07,2025M07,191.0,
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2025M08,2025M08,206.0,
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2025M09,2025M09,207.0,
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2025M10,2025M10,207.0,
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2025M11,2025M11,191.0,
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2025M12,2025M12,180.0,
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2026M01,2026M01,190.0,
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2026M02,2026M02,180.0,
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2026M03,2026M03,182.0,
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2026M04,2026M04,189.0,
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2026M05,2026M05,208.0,
00,Alle kjøpegrupper,02a,Autodiesel,Total,Totalt sal,2026M06,2026M06,215.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2021M01,2021M01,227.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2021M02,2021M02,222.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2021M03,2021M03,240.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2021M04,2021M04,217.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2021M05,2021M05,235.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2021M06,2021M06,254.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2021M07,2021M07,250.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2021M08,2021M08,257.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2021M09,2021M09,258.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2021M10,2021M10,254.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2021M11,2021M11,259.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2021M12,2021M12,241.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2022M01,2022M01,223.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2022M02,2022M02,224.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2022M03,2022M03,250.0,
